# Reference library (divisor): salt
# Comparison library (numerator): apigennin
Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	apigennin_r1 raw countings	apigennin_r2 raw countings	control_r1 raw countings	control_r2 raw countings	salt_r1 raw countings	salt_r2 raw countings	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
sense	NC_020059.1	Protein Homology	CDS	1340825	1341232	.	+	0	ID=cds-WP_015339444.1;Parent=gene-RTCIAT899_RS06510;Dbxref=GenBank:WP_015339444.1;Name=WP_015339444.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015339444.1;locus_tag=RTCIAT899_RS06510;product=BA14K family protein;protein_id=WP_015339444.1;transl_table=11	0	6.5	1.0	7.0	0	0	1.13552873433528	0.396559454992503	1.03256733654716	0.384051907276647	0.700939975538302	0.960357823831468
sense	NC_020059.1	tRNAscan-SE	tRNA	1341319	1341395	.	+	.	ID=rna-RTCIAT899_RS06515;Parent=gene-RTCIAT899_RS06515;anticodon=(pos:1341353..1341355);gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.12;locus_tag=RTCIAT899_RS06515;product=tRNA-Pro	0	3.5	1.0	11.0	0	0	1.24658986865405	0.240781103869002	1.04962901962572	0.229396386120175	0.818560844741484	0.967651531145028
sense	NC_020059.1	Protein Homology	CDS	1341432	1342127	.	-	0	ID=cds-WP_015339445.1;Parent=gene-RTCIAT899_RS06520;Dbxref=GenBank:WP_015339445.1;Name=WP_015339445.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015339445.1;locus_tag=RTCIAT899_RS06520;product=thermonuclease family protein;protein_id=WP_015339445.1;transl_table=11	31.0	15.5	27.0	20.0	6.0	0	12.1186871267986	1.26101692651538	0.915915907571397	1.3767824273945	0.168579525386812	0.960224561962078
sense	NC_020059.1	Protein Homology	CDS	1342220	1342612	.	-	0	ID=cds-WP_135488160.1;Parent=gene-RTCIAT899_RS06525;Dbxref=GenBank:WP_135488160.1;Name=WP_135488160.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004122333.1;locus_tag=RTCIAT899_RS06525;product=hypothetical protein;protein_id=WP_135488160.1;transl_table=11	0	12.0	0	4.0	0	0	1.27290680935211	0.608954917531803	0.961074410125291	0.63361890725237	0.526329558639577	0.960224561962078
sense	NC_020059.1	Protein Homology	CDS	1342852	1343064	.	+	0	ID=cds-WP_015339447.1;Parent=gene-RTCIAT899_RS06530;Dbxref=GenBank:WP_015339447.1;Name=WP_015339447.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015339447.1;locus_tag=RTCIAT899_RS06530;product=hypothetical protein;protein_id=WP_015339447.1;transl_table=11	0	1.0	0	4.0	0	0	0.360028064683062	-0.112685141446388	0.90035932963082	-0.125155743643589	0.90040025313318	0.983764860221564
sense	NC_020059.1	Protein Homology	CDS	1343287	1344309	.	+	0	ID=cds-WP_015339448.1;Parent=gene-RTCIAT899_RS06535;Dbxref=GenBank:WP_015339448.1;Name=WP_015339448.1;Ontology_term=GO:0050526;gbkey=CDS;go_function=poly(3-hydroxybutyrate) depolymerase activity|0050526||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015339448.1;locus_tag=RTCIAT899_RS06535;product=extracellular catalytic domain type 1 short-chain-length polyhydroxyalkanoate depolymerase;protein_id=WP_015339448.1;transl_table=11	75.08333333333333	15.0	55.05555555555556	24.0	6.25	0	22.198229782649	1.90513244989681	1.0387301673628	1.83409754501853	0.0666395157896107	0.960224561962078
sense	NC_020059.1	Protein Homology	CDS	1344430	1344720	.	-	0	ID=cds-WP_015339449.1;Parent=gene-RTCIAT899_RS06540;Dbxref=GenBank:WP_015339449.1;Name=WP_015339449.1;Ontology_term=GO:0003677;gbkey=CDS;go_function=DNA binding|0003677||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004679940.1;locus_tag=RTCIAT899_RS06540;product=helix-turn-helix domain-containing protein;protein_id=WP_015339449.1;transl_table=11	2.5	2.0	1.0	4.5	3.0	0	1.51558511269182	-0.450446807892891	1.16060302435872	-0.388114452951542	0.697931336764535	0.960357823831468
sense	NC_020059.1	Protein Homology	CDS	1344785	1346017	.	-	0	ID=cds-WP_015339450.1;Parent=gene-RTCIAT899_RS06545;Dbxref=GenBank:WP_015339450.1;Name=WP_015339450.1;Ontology_term=GO:0016757;gbkey=CDS;go_function=glycosyltransferase activity|0016757||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015339450.1;locus_tag=RTCIAT899_RS06545;product=glycosyltransferase;protein_id=WP_015339450.1;transl_table=11	0.5	14.166666666666668	0	20.0	0	0	2.54704111450817	0.793246375629489	1.10163114491505	0.720065313413645	0.47148478287062	0.960224561962078
sense	NC_020059.1	Protein Homology	CDS	1346014	1347276	.	-	0	ID=cds-WP_015339451.1;Parent=gene-RTCIAT899_RS06550;Dbxref=GenBank:WP_015339451.1;Name=WP_015339451.1;Ontology_term=GO:0009103,GO:0008754,GO:0008755,GO:0005886;gbkey=CDS;go_component=plasma membrane|0005886||IEA;go_function=O-antigen ligase activity|0008754||IEA,O antigen polymerase activity|0008755||IEA;go_process=lipopolysaccharide biosynthetic process|0009103||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015339451.1;locus_tag=RTCIAT899_RS06550;product=O-antigen ligase family protein;protein_id=WP_015339451.1;transl_table=11	1.5769230769230769	26.5	3.0	28.0	1.0	0	5.03184548192499	1.67005981810395	1.09632776959614	1.52332164195674	0.127678255239187	0.960224561962078
sense	NC_020059.1	Protein Homology	CDS	1347273	1348829	.	-	0	ID=cds-WP_015339452.1;Parent=gene-RTCIAT899_RS06555;Dbxref=GenBank:WP_015339452.1;Name=WP_015339452.1;Ontology_term=GO:0016780;gbkey=CDS;go_function=phosphotransferase activity%2C for other substituted phosphate groups|0016780||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007692746.1;locus_tag=RTCIAT899_RS06555;product=undecaprenyl-phosphate glucose phosphotransferase;protein_id=WP_015339452.1;transl_table=11	32.54761904761905	36.611111111111114	22.61111111111111	27.0	5.5	0	13.990065954485	1.68771190969099	0.84127869581547	2.00612700414939	0.0448426994001537	0.960224561962078
sense	NC_020059.1	Protein Homology	CDS	1348906	1350051	.	-	0	ID=cds-WP_015339453.1;Parent=gene-RTCIAT899_RS06560;Dbxref=GenBank:WP_015339453.1;Name=WP_015339453.1;Ontology_term=GO:0006486,GO:0016757;gbkey=CDS;go_function=glycosyltransferase activity|0016757||IEA;go_process=protein glycosylation|0006486||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015339453.1;locus_tag=RTCIAT899_RS06560;product=glycosyltransferase family 4 protein;protein_id=WP_015339453.1;transl_table=11	4.0	13.5	2.0	9.666666666666668	2.0	0	3.11305445594819	0.959287785333654	1.11608668019519	0.859510110062318	0.390059144598391	0.960224561962078
sense	NC_020059.1	Protein Homology	CDS	1350064	1350639	.	-	0	ID=cds-WP_015339454.1;Parent=gene-RTCIAT899_RS06565;Dbxref=GenBank:WP_015339454.1;Name=WP_015339454.1;Ontology_term=GO:0000271,GO:0015774,GO:0015159;gbkey=CDS;go_function=polysaccharide transmembrane transporter activity|0015159||IEA;go_process=polysaccharide biosynthetic process|0000271||IEA,polysaccharide transport|0015774||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007626233.1;locus_tag=RTCIAT899_RS06565;product=polysaccharide biosynthesis/export family protein;protein_id=WP_015339454.1;transl_table=11	2.0	11.5	5.25	15.5	2.2	0	3.56606675310376	0.648168653998259	1.09881390730095	0.589880278809334	0.555270916588297	0.960224561962078
sense	NC_020059.1	Protein Homology	CDS	1350832	1353087	.	+	0	ID=cds-WP_015339455.1;Parent=gene-RTCIAT899_RS06570;Dbxref=GenBank:WP_015339455.1;Name=WP_015339455.1;Ontology_term=GO:0000271;gbkey=CDS;go_process=polysaccharide biosynthetic process|0000271||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007692741.1;locus_tag=RTCIAT899_RS06570;product=GumC family protein;protein_id=WP_015339455.1;transl_table=11	3.0	28.11111111111111	3.817857142857143	34.0	1.0	0	5.89360743237526	1.83103990677072	1.06678188801016	1.71641450548632	0.0860862035327904	0.960224561962078
sense	NC_020059.1	Protein Homology	CDS	1353088	1354341	.	-	0	ID=cds-WP_015339456.1;Parent=gene-RTCIAT899_RS06575;Dbxref=GenBank:WP_015339456.1;Name=WP_015339456.1;Ontology_term=GO:0008080,GO:0016746;gbkey=CDS;go_function=N-acetyltransferase activity|0008080||IEA,acyltransferase activity|0016746||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015339456.1;locus_tag=RTCIAT899_RS06575;product=GNAT family N-acetyltransferase;protein_id=WP_015339456.1;transl_table=11	9.0	15.166666666666668	8.125	27.0	6.0	0	6.81388793250244	0.337294066456785	0.875397004800291	0.38530411299926	0.70001211461048	0.960357823831468
sense	NC_020059.1	Protein Homology	CDS	1354477	1354686	.	-	0	ID=cds-WP_015339457.1;Parent=gene-RTCIAT899_RS06580;Dbxref=GenBank:WP_015339457.1;Name=WP_015339457.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003587376.1;locus_tag=RTCIAT899_RS06580;product=DUF2842 domain-containing protein;protein_id=WP_015339457.1;transl_table=11	9.0	5.0	7.0	3.0	0	0	2.83919954556534	1.59481524957381	1.15599773573671	1.37960066899045	0.167709631360702	0.960224561962078
sense	NC_020059.1	Protein Homology	CDS	1354799	1355902	.	+	0	ID=cds-WP_015339458.1;Parent=gene-RTCIAT899_RS06585;Dbxref=GenBank:WP_015339458.1;Name=WP_015339458.1;Ontology_term=GO:0006783,GO:0017004,GO:0016491,GO:0020037,GO:0046872;gbkey=CDS;go_function=oxidoreductase activity|0016491||IEA,heme binding|0020037||IEA,metal ion binding|0046872||IEA;go_process=heme biosynthetic process|0006783||IEA,cytochrome complex assembly|0017004||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007692736.1;locus_tag=RTCIAT899_RS06585;product=COX15/CtaA family protein;protein_id=WP_015339458.1;transl_table=11	8.0	26.0	13.0	20.0	11.0	0	8.98653807864662	0.0554526665638062	0.847771952697488	0.0654098857450566	0.94784765325106	0.994400445557826
sense	NC_020059.1	Protein Homology	CDS	1355926	1357236	.	-	0	ID=cds-WP_015339459.1;Parent=gene-RTCIAT899_RS06590;Dbxref=GenBank:WP_015339459.1;Name=WP_015339459.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015339459.1;locus_tag=RTCIAT899_RS06590;product=tlde1 domain-containing protein;protein_id=WP_015339459.1;transl_table=11	5.458333333333333	20.0	3.1111111111111107	21.41025641025641	3.0	0	4.87470244373552	0.986740709193393	1.02676211370834	0.961021736212683	0.336541238863322	0.960224561962078
sense	NC_020059.1	Protein Homology	CDS	1357654	1358586	.	-	0	ID=cds-WP_015339460.1;Parent=gene-RTCIAT899_RS06595;Dbxref=GenBank:WP_015339460.1;Name=WP_015339460.1;Ontology_term=GO:0006526,GO:0003942,GO:0005737;gbkey=CDS;gene=argC;go_component=cytoplasm|0005737||IEA;go_function=N-acetyl-gamma-glutamyl-phosphate reductase activity|0003942||IEA;go_process=L-arginine biosynthetic process|0006526||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016553581.1;locus_tag=RTCIAT899_RS06595;product=N-acetyl-gamma-glutamyl-phosphate reductase;protein_id=WP_015339460.1;transl_table=11	1.0	12.5	2.0	12.5	0	0	2.25998681996419	1.17973134322702	1.16115575516289	1.01599749902761	0.309630577511511	0.960224561962078
sense	NC_020059.1	Protein Homology	CDS	1358723	1359676	.	-	0	ID=cds-WP_015339461.1;Parent=gene-RTCIAT899_RS06600;Dbxref=GenBank:WP_015339461.1;Name=WP_015339461.1;Ontology_term=GO:0008295,GO:0008783;gbkey=CDS;gene=speB;go_function=agmatinase activity|0008783||IEA;go_process=spermidine biosynthetic process|0008295||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015339461.1;locus_tag=RTCIAT899_RS06600;product=agmatinase;protein_id=WP_015339461.1;transl_table=11	3.371794871794872	13.0	2.25	19.0	3.0	0	3.74758580199862	0.498751787770968	1.09390589542837	0.455936648531963	0.648435534708931	0.960357823831468
sense	NC_020059.1	Protein Homology	CDS	1359657	1360034	.	-	0	ID=cds-WP_015339462.1;Parent=gene-RTCIAT899_RS06605;Dbxref=GenBank:WP_015339462.1;Name=WP_015339462.1;Ontology_term=GO:0017000,GO:0004497,GO:0016491;gbkey=CDS;go_function=monooxygenase activity|0004497||IEA,oxidoreductase activity|0016491||IEA;go_process=antibiotic biosynthetic process|0017000||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015339462.1;locus_tag=RTCIAT899_RS06605;product=antibiotic biosynthesis monooxygenase family protein;protein_id=WP_015339462.1;transl_table=11	0	3.5	1.0	8.0	2.0	0	1.48207309336477	-0.271369263516351	1.12883236698936	-0.240398195030591	0.810021577342712	0.967651531145028
sense	NC_020059.1	Protein Homology	CDS	1360101	1360364	.	-	0	ID=cds-WP_041677343.1;Parent=gene-RTCIAT899_RS06610;Dbxref=GenBank:WP_041677343.1;Name=WP_041677343.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004122369.1;locus_tag=RTCIAT899_RS06610;product=hypothetical protein;protein_id=WP_041677343.1;transl_table=11	2.5	11.5	3.5	12.25	3.25	0	3.35788246573425	0.357064257183263	1.10156275091023	0.324143365312795	0.7458294969815	0.963432919274349
sense	NC_020059.1	Protein Homology	CDS	1360522	1360956	.	-	0	ID=cds-WP_015339464.1;Parent=gene-RTCIAT899_RS06615;Dbxref=GenBank:WP_015339464.1;Name=WP_015339464.1;Ontology_term=GO:0004803;gbkey=CDS;gene=tnpA;go_function=transposase activity|0004803||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004109033.1;locus_tag=RTCIAT899_RS06615;product=IS200/IS605 family transposase;protein_id=WP_015339464.1;transl_table=11	2.75	10.0	4.75	12.5	1.75	0	3.25049860687372	0.622901337360895	1.10203769570151	0.565226888145946	0.571919450225809	0.960224561962078
sense	NC_020059.1	Protein Homology	CDS	1361128	1361598	.	-	0	ID=cds-WP_015339465.1;Parent=gene-RTCIAT899_RS06620;Dbxref=GenBank:WP_015339465.1;Name=WP_015339465.1;Ontology_term=GO:0006412,GO:0003735,GO:0005840;gbkey=CDS;gene=rpsI;go_component=ribosome|0005840||IEA;go_function=structural constituent of ribosome|0003735||IEA;go_process=translation|0006412||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007692725.1;locus_tag=RTCIAT899_RS06620;product=30S ribosomal protein S9;protein_id=WP_015339465.1;transl_table=11	0	9.0	0.4583333333333333	9.0	0	0	1.37023873885653	0.452708516299369	0.972174231767111	0.465666031361977	0.641454570348168	0.960357823831468
sense	NC_020059.1	Protein Homology	CDS	1361601	1362065	.	-	0	ID=cds-WP_004122374.1;Parent=gene-RTCIAT899_RS06625;Dbxref=GenBank:WP_004122374.1;Name=WP_004122374.1;Ontology_term=GO:0006412,GO:0003735,GO:0005840;gbkey=CDS;gene=rplM;go_component=ribosome|0005840||IEA;go_function=structural constituent of ribosome|0003735||IEA;go_process=translation|0006412||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012707596.1;locus_tag=RTCIAT899_RS06625;product=50S ribosomal protein L13;protein_id=WP_004122374.1;transl_table=11	2.0	9.0	0	14.0	0	0	1.97143538920747	0.862662114972757	1.12620605114499	0.76598959319718	0.443682494409231	0.960224561962078
sense	NC_020059.1	Protein Homology	CDS	1362303	1363139	.	-	0	ID=cds-WP_015339466.1;Parent=gene-RTCIAT899_RS06630;Dbxref=GenBank:WP_015339466.1;Name=WP_015339466.1;Ontology_term=GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007626218.1;locus_tag=RTCIAT899_RS06630;product=EamA family transporter;protein_id=WP_015339466.1;transl_table=11	1.0666666666666667	9.0	3.5	21.0	0.16666666666666666	0	2.9399107769446	1.08913494957183	1.15609484792345	0.942080964661431	0.346151189354636	0.960224561962078
sense	NC_020059.1	Protein Homology	CDS	1364002	1364328	.	-	0	ID=cds-WP_015339468.1;Parent=gene-RTCIAT899_RS06635;Dbxref=GenBank:WP_015339468.1;Name=WP_015339468.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007692722.1;locus_tag=RTCIAT899_RS06635;product=hypothetical protein;protein_id=WP_015339468.1;transl_table=11	0	10.076923076923077	0	12.0	0	0	1.66100703156585	0.520476241278745	1.01396279883619	0.513309010819864	0.607735181812718	0.960224561962078
sense	NC_020059.1	Protein Homology	CDS	1364438	1364866	.	+	0	ID=cds-WP_015339469.1;Parent=gene-RTCIAT899_RS06640;Dbxref=GenBank:WP_015339469.1;Name=WP_015339469.1;Ontology_term=GO:0120225;gbkey=CDS;go_function=coenzyme A binding|0120225||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_018241567.1;locus_tag=RTCIAT899_RS06640;product=CoA-binding protein;protein_id=WP_015339469.1;transl_table=11	0	3.0	0	10.0	0	0	0.941564650101702	0.104564091561741	0.912933202869312	0.114536409929117	0.908812585348854	0.983764860221564
sense	NC_020059.1	Protein Homology	CDS	1365035	1366318	.	+	0	ID=cds-WP_015339470.1;Parent=gene-RTCIAT899_RS06645;Dbxref=GenBank:WP_015339470.1;Name=WP_015339470.1;Ontology_term=GO:0006520,GO:0019346,GO:0016765,GO:0030170;gbkey=CDS;go_function=transferase activity%2C transferring alkyl or aryl (other than methyl) groups|0016765||IEA,pyridoxal phosphate binding|0030170||IEA;go_process=amino acid metabolic process|0006520||IEA,transsulfuration|0019346||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007819846.1;locus_tag=RTCIAT899_RS06645;product=O-acetylhomoserine aminocarboxypropyltransferase;protein_id=WP_015339470.1;transl_table=11	3.712121212121212	14.0	4.111111111111111	12.0	0.07692307692307693	0	3.11386439884475	1.81354334963247	1.13533161535162	1.59736884370193	0.110183513199923	0.960224561962078
sense	NC_020059.1	Protein Homology	CDS	1366464	1366808	.	+	0	ID=cds-WP_015339471.1;Parent=gene-RTCIAT899_RS06650;Dbxref=GenBank:WP_015339471.1;Name=WP_015339471.1;Ontology_term=GO:0046872;gbkey=CDS;go_function=metal ion binding|0046872||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015339471.1;locus_tag=RTCIAT899_RS06650;product=cupin domain-containing protein;protein_id=WP_015339471.1;transl_table=11	10.0	6.0	6.0	6.0	3.0	0	3.76953407467318	0.689632422859237	1.07090219579422	0.643973301733482	0.519592746824014	0.960224561962078
sense	NC_020059.1	Protein Homology	CDS	1367073	1368098	.	+	0	ID=cds-WP_015339472.1;Parent=gene-RTCIAT899_RS06655;Dbxref=GenBank:WP_015339472.1;Name=WP_015339472.1;Ontology_term=GO:0035435,GO:0042301,GO:0043190;gbkey=CDS;gene=pstS;go_component=ATP-binding cassette (ABC) transporter complex|0043190||IEA;go_function=phosphate ion binding|0042301||IEA;go_process=phosphate ion transmembrane transport|0035435||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015339472.1;locus_tag=RTCIAT899_RS06655;product=phosphate ABC transporter substrate-binding protein PstS;protein_id=WP_015339472.1;transl_table=11	1.0	14.0	5.0	19.25	3.0	0	4.03400639767603	0.372548225505306	1.09258252260334	0.34097948465954	0.733119026108363	0.963432919274349
sense	NC_020059.1	Protein Homology	CDS	1368175	1369146	.	+	0	ID=cds-WP_041677344.1;Parent=gene-RTCIAT899_RS06660;Dbxref=GenBank:WP_041677344.1;Name=WP_041677344.1;Ontology_term=GO:0006817,GO:0015415,GO:0005886,GO:0055052;gbkey=CDS;gene=pstC;go_component=plasma membrane|0005886||IEA,ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA;go_function=ATPase-coupled phosphate ion transmembrane transporter activity|0015415||IEA;go_process=phosphate ion transport|0006817||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007692716.1;locus_tag=RTCIAT899_RS06660;product=phosphate ABC transporter permease subunit PstC;protein_id=WP_041677344.1;transl_table=11	5.0	17.5	3.0	41.5	2.0	0	5.94154843129193	1.17148982081244	1.03745258577608	1.12919842012451	0.258814140056885	0.960224561962078
sense	NC_020059.1	Protein Homology	CDS	1369157	1370008	.	+	0	ID=cds-WP_015339474.1;Parent=gene-RTCIAT899_RS06665;Dbxref=GenBank:WP_015339474.1;Name=WP_015339474.1;Ontology_term=GO:0006817,GO:0015415,GO:0005886,GO:0055052;gbkey=CDS;gene=pstA;go_component=plasma membrane|0005886||IEA,ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA;go_function=ATPase-coupled phosphate ion transmembrane transporter activity|0015415||IEA;go_process=phosphate ion transport|0006817||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015339474.1;locus_tag=RTCIAT899_RS06665;product=phosphate ABC transporter permease PstA;protein_id=WP_015339474.1;transl_table=11	0	8.5	0.14285714285714285	10.5	0	0	1.35650953404218	0.401883625615619	0.969729377965648	0.414428638285366	0.678560219127794	0.960357823831468
sense	NC_020059.1	Protein Homology	CDS	1370038	1370871	.	+	0	ID=cds-WP_081598367.1;Parent=gene-RTCIAT899_RS06670;Dbxref=GenBank:WP_081598367.1;Name=WP_081598367.1;Ontology_term=GO:0006817,GO:0005524,GO:0015415,GO:0009898,GO:0055052;gbkey=CDS;gene=pstB;go_component=cytoplasmic side of plasma membrane|0009898||IEA,ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA;go_function=ATP binding|0005524||IEA,ATPase-coupled phosphate ion transmembrane transporter activity|0015415||IEA;go_process=phosphate ion transport|0006817||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007692713.1;locus_tag=RTCIAT899_RS06670;product=phosphate ABC transporter ATP-binding protein PstB;protein_id=WP_081598367.1;transl_table=11	1.1428571428571428	9.5	0	6.125	0.125	0	1.37289729496452	0.771370540068213	1.06677967360961	0.723083274972954	0.469628723991451	0.960224561962078
sense	NC_020059.1	Protein Homology	CDS	1371013	1372257	.	-	0	ID=cds-WP_210305371.1;Parent=gene-RTCIAT899_RS06675;Dbxref=GenBank:WP_210305371.1;Name=WP_210305371.1;Ontology_term=GO:0009966,GO:0009975;gbkey=CDS;go_function=cyclase activity|0009975||IEA;go_process=regulation of signal transduction|0009966||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015339476.1;locus_tag=RTCIAT899_RS06675;product=GGDEF domain-containing protein;protein_id=WP_210305371.1;transl_table=11	1.2	8.0	5.5	13.0	2.142857142857143	0	3.05165910457955	0.220054988798797	1.13160581401299	0.194462582353143	0.845813691393389	0.973500902720151
sense	NC_020059.1	Protein Homology	CDS	1372669	1373301	.	+	0	ID=cds-WP_015339477.1;Parent=gene-RTCIAT899_RS06680;Dbxref=GenBank:WP_015339477.1;Name=WP_015339477.1;Ontology_term=GO:0006508,GO:0004176,GO:0004252,GO:0009368;gbkey=CDS;gene=clpP;go_component=endopeptidase Clp complex|0009368||IEA;go_function=ATP-dependent peptidase activity|0004176||IEA,serine-type endopeptidase activity|0004252||IEA;go_process=proteolysis|0006508||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007692710.1;locus_tag=RTCIAT899_RS06680;product=ATP-dependent Clp endopeptidase proteolytic subunit ClpP;protein_id=WP_015339477.1;transl_table=11	1.0	9.0	0	20.0	0	0	2.25954512580881	0.771136549946257	1.13347919526464	0.680327043643899	0.496297404538944	0.960224561962078
sense	NC_020059.1	Protein Homology	CDS	1373599	1374876	.	+	0	ID=cds-WP_015339478.1;Parent=gene-RTCIAT899_RS06685;Dbxref=GenBank:WP_015339478.1;Name=WP_015339478.1;Ontology_term=GO:0005524,GO:0008270,GO:0016887,GO:0046983;gbkey=CDS;gene=clpX;go_function=ATP binding|0005524||IEA,zinc ion binding|0008270||IEA,ATP hydrolysis activity|0016887||IEA,protein dimerization activity|0046983||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_006160933.1;locus_tag=RTCIAT899_RS06685;product=ATP-dependent Clp protease ATP-binding subunit ClpX;protein_id=WP_015339478.1;transl_table=11	1.0	11.0	2.0	26.166666666666664	0	0	3.14663465080847	1.18782432206304	1.15813569109068	1.02563484676342	0.305063735590279	0.960224561962078
sense	NC_020059.1	Protein Homology	CDS	1375296	1377716	.	+	0	ID=cds-WP_015339479.1;Parent=gene-RTCIAT899_RS06695;Dbxref=GenBank:WP_015339479.1;Name=WP_015339479.1;Ontology_term=GO:0006508,GO:0004176,GO:0004252,GO:0016887,GO:0043565;gbkey=CDS;gene=lon;go_function=ATP-dependent peptidase activity|0004176||IEA,serine-type endopeptidase activity|0004252||IEA,ATP hydrolysis activity|0016887||IEA,sequence-specific DNA binding|0043565||IEA;go_process=proteolysis|0006508||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007626205.1;locus_tag=RTCIAT899_RS06695;product=endopeptidase La;protein_id=WP_015339479.1;transl_table=11	2.076923076923077	14.333333333333334	1.0909090909090908	22.0	0	0	3.0932349187284	1.44047675736021	1.1587035335561	1.24317973980742	0.21380160683118	0.960224561962078
sense	NC_020059.1	Protein Homology	CDS	1377918	1378193	.	+	0	ID=cds-WP_015339480.1;Parent=gene-RTCIAT899_RS06700;Dbxref=GenBank:WP_015339480.1;Name=WP_015339480.1;gbkey=CDS;gene=hupB;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007692705.1;locus_tag=RTCIAT899_RS06700;product=DNA-binding protein HupB;protein_id=WP_015339480.1;transl_table=11	0	5.0	0	12.0	1.0	0	1.46769341794135	0.0675159663578977	1.06230840189411	0.0635558998098062	0.949323847561201	0.994400445557826
sense	NC_020059.1	Protein Homology	CDS	1378350	1379093	.	-	0	ID=cds-WP_015339481.1;Parent=gene-RTCIAT899_RS06705;Dbxref=GenBank:WP_015339481.1;Name=WP_015339481.1;Ontology_term=GO:0016491,GO:0070403;gbkey=CDS;go_function=oxidoreductase activity|0016491||IEA,NAD+ binding|0070403||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_019566680.1;locus_tag=RTCIAT899_RS06705;product=SDR family NAD(P)-dependent oxidoreductase;protein_id=WP_015339481.1;transl_table=11	1.5	21.11111111111111	2.2	33.0	5.0	0	5.6969480693266	0.376695166404136	1.0587264556188	0.355800277215105	0.721990141464522	0.963432919274349
sense	NC_020059.1	Protein Homology	CDS	1379118	1379507	.	-	0	ID=cds-WP_015339482.1;Parent=gene-RTCIAT899_RS06710;Dbxref=GenBank:WP_015339482.1;Name=WP_015339482.1;Ontology_term=GO:0005886;gbkey=CDS;go_component=plasma membrane|0005886||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015339482.1;locus_tag=RTCIAT899_RS06710;product=DoxX family protein;protein_id=WP_015339482.1;transl_table=11	5.5	14.0	4.0	15.0	1.0	0	3.79817277556418	1.53286319118892	1.07714246035322	1.42308306246349	0.154712077745901	0.960224561962078
