# Reference library (divisor): control
# Comparison library (numerator): apigennin
Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	apigennin_r1 raw countings	apigennin_r2 raw countings	control_r1 raw countings	control_r2 raw countings	salt_r1 raw countings	salt_r2 raw countings	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
sense	NC_020059.1	Protein Homology	CDS	447898	448674	.	-	0	ID=cds-WP_015338587.1;Parent=gene-RTCIAT899_RS02180;Dbxref=GenBank:WP_015338587.1;Name=WP_015338587.1;Ontology_term=GO:0008168;gbkey=CDS;gene=ubiE;go_function=methyltransferase activity|0008168||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011423738.1;locus_tag=RTCIAT899_RS02180;product=bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1%2C4-benzoquinol methylase UbiE;protein_id=WP_015338587.1;transl_table=11	1.25	7.5	0.5	10.0	0.25	0.25	1.4839584292833	0.0655890250367596	1.09627027650951	0.059829246894838	0.952291631640398	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	448817	449707	.	+	0	ID=cds-WP_015338588.1;Parent=gene-RTCIAT899_RS02185;Dbxref=GenBank:WP_015338588.1;Name=WP_015338588.1;Ontology_term=GO:0006281,GO:0006284,GO:0003676,GO:0003684,GO:0003906,GO:0008270,GO:0008534,GO:0016799,GO:0019104;gbkey=CDS;gene=mutM;go_function=nucleic acid binding|0003676||IEA,damaged DNA binding|0003684||IEA,DNA-(apurinic or apyrimidinic site) endonuclease activity|0003906||IEA,zinc ion binding|0008270||IEA,oxidized purine nucleobase lesion DNA N-glycosylase activity|0008534||IEA,hydrolase activity%2C hydrolyzing N-glycosyl compounds|0016799||IEA,DNA N-glycosylase activity|0019104||IEA;go_process=DNA repair|0006281||IEA,base-excision repair|0006284||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338588.1;locus_tag=RTCIAT899_RS02185;product=bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase;protein_id=WP_015338588.1;transl_table=11	17.2	11.2	17.599999999999994	15.0	14.266666666666664	0	9.97122078402701	-0.24050923966361	0.844357236591561	-0.284842989721364	0.775764434847545	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	449742	450515	.	+	0	ID=cds-WP_015338589.1;Parent=gene-RTCIAT899_RS02190;Dbxref=GenBank:WP_015338589.1;Name=WP_015338589.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007633805.1;locus_tag=RTCIAT899_RS02190;product=enoyl-CoA hydratase;protein_id=WP_015338589.1;transl_table=11	0	3.0	0	4.0	1.0	0	0.747637288575226	-0.0383989320083922	0.983774174469437	-0.0390322626929104	0.968864666295912	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	450709	450984	.	+	0	ID=cds-WP_015338590.1;Parent=gene-RTCIAT899_RS02195;Dbxref=GenBank:WP_015338590.1;Name=WP_015338590.1;Ontology_term=GO:0006412,GO:0003723,GO:0003735,GO:0005840;gbkey=CDS;gene=rpsT;go_component=ribosome|0005840||IEA;go_function=RNA binding|0003723||IEA,structural constituent of ribosome|0003735||IEA;go_process=translation|0006412||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007702696.1;locus_tag=RTCIAT899_RS02195;product=30S ribosomal protein S20;protein_id=WP_015338590.1;transl_table=11	0.2	4.0	0	4.0	0	0	0.608994995047349	0.0538793284577328	0.922266213845389	0.0584205814426215	0.95341362114809	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	451857	453407	.	+	0	ID=cds-WP_015338591.1;Parent=gene-RTCIAT899_RS02200;Dbxref=GenBank:WP_015338591.1;Name=WP_015338591.1;Ontology_term=GO:0006270,GO:0006275,GO:0003677,GO:0003688,GO:0005524;gbkey=CDS;gene=dnaA;go_function=DNA binding|0003677||IEA,DNA replication origin binding|0003688||IEA,ATP binding|0005524||IEA;go_process=DNA replication initiation|0006270||IEA,regulation of DNA replication|0006275||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007633801.1;locus_tag=RTCIAT899_RS02200;product=chromosomal replication initiator protein DnaA;protein_id=WP_015338591.1;transl_table=11	7.099999999999998	8.0	8.2	20.0	0.6499999999999999	0	4.38509254910749	-0.640113253004316	0.894668301908726	-0.715475502640107	0.47431527286598	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	453493	454389	.	-	0	ID=cds-WP_015338592.1;Parent=gene-RTCIAT899_RS02205;Dbxref=GenBank:WP_015338592.1;Name=WP_015338592.1;Ontology_term=GO:0006355,GO:0003700;gbkey=CDS;gene=gcvA;go_function=DNA-binding transcription factor activity|0003700||IEA;go_process=regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338592.1;locus_tag=RTCIAT899_RS02205;product=transcriptional regulator GcvA;protein_id=WP_015338592.1;transl_table=11	6.0	20.0	4.0	19.0	5.55	0	5.68130207576759	0.258789096753804	0.874376705818007	0.295969797722023	0.767253146538079	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	454545	455468	.	+	0	ID=cds-WP_015338593.1;Parent=gene-RTCIAT899_RS02210;Dbxref=GenBank:WP_015338593.1;Name=WP_015338593.1;Ontology_term=GO:0055085,GO:0022857,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_function=transmembrane transporter activity|0022857||IEA;go_process=transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338593.1;locus_tag=RTCIAT899_RS02210;product=DMT family transporter;protein_id=WP_015338593.1;transl_table=11	3.6	14.0	4.2	22.0	2.726923076923077	0	4.47135592953009	-0.296055955099255	0.944785224646852	-0.313357943557931	0.75400873249175	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	455621	456796	.	-	0	ID=cds-WP_041677788.1;Parent=gene-RTCIAT899_RS02215;Dbxref=GenBank:WP_041677788.1;Name=WP_041677788.1;Ontology_term=GO:0006779,GO:0051539,GO:0051989,GO:0005737;gbkey=CDS;gene=hemW;go_component=cytoplasm|0005737||IEA;go_function=4 iron%2C 4 sulfur cluster binding|0051539||IEA,coproporphyrinogen dehydrogenase activity|0051989||IEA;go_process=porphyrin-containing compound biosynthetic process|0006779||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_018855128.1;locus_tag=RTCIAT899_RS02215;product=radical SAM family heme chaperone HemW;protein_id=WP_041677788.1;transl_table=11	40.0	9.0	21.0	10.0	2.0	0	10.1890227267076	0.501248811619106	0.914343563167522	0.548206201488039	0.583550324391886	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	456833	457477	.	-	0	ID=cds-WP_015338595.1;Parent=gene-RTCIAT899_RS02220;Dbxref=GenBank:WP_015338595.1;Name=WP_015338595.1;Ontology_term=GO:0006281,GO:0035870,GO:0036222;gbkey=CDS;gene=rdgB;go_function=dITP diphosphatase activity|0035870||IEA,XTP diphosphatase activity|0036222||IEA;go_process=DNA repair|0006281||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010968538.1;locus_tag=RTCIAT899_RS02220;product=RdgB/HAM1 family non-canonical purine NTP pyrophosphatase;protein_id=WP_015338595.1;transl_table=11	0	2.833333333333333	0	6.5	0	0	0.664525562206736	-0.168677151665322	0.923602448544678	-0.182629606418981	0.855088652456034	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	457489	457905	.	-	0	ID=cds-WP_015338596.1;Parent=gene-RTCIAT899_RS02225;Dbxref=GenBank:WP_015338596.1;Name=WP_015338596.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338596.1;locus_tag=RTCIAT899_RS02225;product=VOC family protein;protein_id=WP_015338596.1;transl_table=11	3.0	1.5	2.0	6.5	0	0	1.26943621072301	-0.192899364658839	1.1457018142644	-0.168367861739566	0.866293889766103	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	457917	458633	.	-	0	ID=cds-WP_015338597.1;Parent=gene-RTCIAT899_RS02230;Dbxref=GenBank:WP_015338597.1;Name=WP_015338597.1;Ontology_term=GO:0008033,GO:0000049,GO:0009022;gbkey=CDS;gene=rph;go_function=tRNA binding|0000049||IEA,tRNA nucleotidyltransferase activity|0009022||IEA;go_process=tRNA processing|0008033||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338597.1;locus_tag=RTCIAT899_RS02230;product=ribonuclease PH;protein_id=WP_015338597.1;transl_table=11	0.2	2.0	0.045454545454545456	7.5	0	0	0.720056129366123	-0.375234317219397	0.924044283082292	-0.406078284438648	0.68468508093776	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	458806	459894	.	+	0	ID=cds-WP_015338598.1;Parent=gene-RTCIAT899_RS02235;Dbxref=GenBank:WP_015338598.1;Name=WP_015338598.1;Ontology_term=GO:0006355,GO:0003677;gbkey=CDS;gene=hrcA;go_function=DNA binding|0003677||IEA;go_process=regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007695316.1;locus_tag=RTCIAT899_RS02235;product=heat-inducible transcriptional repressor HrcA;protein_id=WP_015338598.1;transl_table=11	15.043478260869566	9.1	14.0	5.0	1.1	0	5.36543492696147	0.112747032485435	0.951333704251094	0.118514704127078	0.905659844995526	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	460018	460452	.	-	0	ID=cds-WP_041677185.1;Parent=gene-RTCIAT899_RS02240;Dbxref=GenBank:WP_041677185.1;Name=WP_041677185.1;Ontology_term=GO:0016846,GO:0046872;gbkey=CDS;go_function=carbon-sulfur lyase activity|0016846||IEA,metal ion binding|0046872||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007695318.1;locus_tag=RTCIAT899_RS02240;product=GFA family protein;protein_id=WP_041677185.1;transl_table=11	22.0	12.0	20.0	12.0	5.0	0	8.79454642783673	-0.00837002863757669	0.841164867990029	-0.00995052094552753	0.992060763980254	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	460668	461309	.	+	0	ID=cds-WP_015338600.1;Parent=gene-RTCIAT899_RS02245;Dbxref=GenBank:WP_015338600.1;Name=WP_015338600.1;Ontology_term=GO:0006457,GO:0000774,GO:0042803,GO:0051087;gbkey=CDS;gene=grpE;go_function=adenyl-nucleotide exchange factor activity|0000774||IEA,protein homodimerization activity|0042803||IEA,protein-folding chaperone binding|0051087||IEA;go_process=protein folding|0006457||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_020048180.1;locus_tag=RTCIAT899_RS02245;product=nucleotide exchange factor GrpE;protein_id=WP_015338600.1;transl_table=11	3.125	11.0	8.0	21.0	0	0	3.97189240016508	-0.824740565272957	0.983779675457469	-0.838338690916178	0.401840511770312	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	461403	461867	.	-	0	ID=cds-WP_015338601.1;Parent=gene-RTCIAT899_RS02250;Dbxref=GenBank:WP_015338601.1;Name=WP_015338601.1;Ontology_term=GO:0006355,GO:0009401,GO:0008982;gbkey=CDS;gene=ptsN;go_function=protein-N(PI)-phosphohistidine-sugar phosphotransferase activity|0008982||IEA;go_process=regulation of DNA-templated transcription|0006355||IEA,phosphoenolpyruvate-dependent sugar phosphotransferase system|0009401||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_006122136.1;locus_tag=RTCIAT899_RS02250;product=PTS IIA-like nitrogen regulatory protein PtsN;protein_id=WP_015338601.1;transl_table=11	32.333333333333336	17.0	29.5	23.0	11.0	0	14.1033900757005	-0.136387807822509	0.861198972638875	-0.158369682449331	0.874165502167972	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	461956	462531	.	-	0	ID=cds-WP_015338602.1;Parent=gene-RTCIAT899_RS02255;Dbxref=GenBank:WP_015338602.1;Name=WP_015338602.1;Ontology_term=GO:0045182,GO:0005840;gbkey=CDS;gene=hpf;go_component=ribosome|0005840||IEA;go_function=translation regulator activity|0045182||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003544948.1;locus_tag=RTCIAT899_RS02255;product=ribosome hibernation-promoting factor%2C HPF/YfiA family;protein_id=WP_015338602.1;transl_table=11	24.0	12.0	14.0	11.0	5.0	0	8.06352562760213	0.435320467558063	0.835281608100633	0.521166111328549	0.602251059514658	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	462782	464341	.	-	0	ID=cds-WP_015338603.1;Parent=gene-RTCIAT899_RS02260;Dbxref=GenBank:WP_015338603.1;Name=WP_015338603.1;Ontology_term=GO:0006352,GO:0016987;gbkey=CDS;gene=rpoN;go_function=sigma factor activity|0016987||IEA;go_process=DNA-templated transcription initiation|0006352||IEA;inference=COORDINATES: protein motif:HMM:NF004596.0;locus_tag=RTCIAT899_RS02260;product=RNA polymerase factor sigma-54;protein_id=WP_015338603.1;transl_table=11	36.0	21.333333333333336	17.0	27.0	4.0	0	11.6846676522238	0.449299495438631	0.740585770491651	0.60668124252557	0.544062472727325	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	464537	465325	.	-	0	ID=cds-WP_041677789.1;Parent=gene-RTCIAT899_RS02265;Dbxref=GenBank:WP_041677789.1;Name=WP_041677789.1;Ontology_term=GO:0015920,GO:0015221,GO:0042626,GO:0043190;gbkey=CDS;gene=lptB;go_component=ATP-binding cassette (ABC) transporter complex|0043190||IEA;go_function=lipopolysaccharide transmembrane transporter activity|0015221||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA;go_process=lipopolysaccharide transport|0015920||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011942644.1;locus_tag=RTCIAT899_RS02265;product=LPS export ABC transporter ATP-binding protein;protein_id=WP_041677789.1;transl_table=11	1.5	11.0	1.0	9.0	1.0	0	2.16552222302144	0.340486816325722	1.15291566352325	0.295326732993818	0.767744296777871	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	465363	466013	.	-	0	ID=cds-WP_015338605.1;Parent=gene-RTCIAT899_RS02270;Dbxref=GenBank:WP_015338605.1;Name=WP_015338605.1;Ontology_term=GO:0015920,GO:0001530,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_function=lipopolysaccharide binding|0001530||IEA;go_process=lipopolysaccharide transport|0015920||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338605.1;locus_tag=RTCIAT899_RS02270;product=LptA/OstA family protein;protein_id=WP_015338605.1;transl_table=11	0.5	15.0	1.5	11.5	1.0	0	2.60313612540333	0.0768593608065147	1.16324963147426	0.0660729724101486	0.947319728709601	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	466010	466696	.	-	0	ID=cds-WP_041677187.1;Parent=gene-RTCIAT899_RS02275;Dbxref=GenBank:WP_041677187.1;Name=WP_041677187.1;gbkey=CDS;gene=lptC;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007695339.1;locus_tag=RTCIAT899_RS02275;product=LPS export ABC transporter periplasmic protein LptC;protein_id=WP_041677187.1;transl_table=11	1.0	8.0	0.5	9.5	2.0	0	1.92722096991524	0.0737212012742601	1.1601155415985	0.0635464301880495	0.94933138798387	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	467020	467976	.	+	0	ID=cds-WP_015338607.1;Parent=gene-RTCIAT899_RS02280;Dbxref=GenBank:WP_015338607.1;Name=WP_015338607.1;Ontology_term=GO:0006465,GO:0004252;gbkey=CDS;gene=sppA;go_function=serine-type endopeptidase activity|0004252||IEA;go_process=signal peptide processing|0006465||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338607.1;locus_tag=RTCIAT899_RS02280;product=signal peptide peptidase SppA;protein_id=WP_015338607.1;transl_table=11	2.0	12.5	2.25	19.666666666666664	0.375	0	2.94151389099524	-0.303302438989547	1.12873705714742	-0.268709560892828	0.78815319378013	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	468003	468311	.	+	0	ID=cds-WP_015338608.1;Parent=gene-RTCIAT899_RS02285;Dbxref=GenBank:WP_015338608.1;Name=WP_015338608.1;Ontology_term=GO:0006310,GO:0006355,GO:0003677,GO:0005694;gbkey=CDS;go_component=chromosome|0005694||IEA;go_function=DNA binding|0003677||IEA;go_process=DNA recombination|0006310||IEA,regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007695350.1;locus_tag=RTCIAT899_RS02285;product=integration host factor subunit beta;protein_id=WP_015338608.1;transl_table=11	1.0769230769230769	1.537037037037037	0	6.5	0	0	0.708985480659755	-0.144340751835365	0.983761008085945	-0.146723391808547	0.883350354429297	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	468479	468811	.	+	0	ID=cds-WP_015338609.1;Parent=gene-RTCIAT899_RS02290;Dbxref=GenBank:WP_015338609.1;Name=WP_015338609.1;Ontology_term=GO:0008653,GO:0005886;gbkey=CDS;go_component=plasma membrane|0005886||IEA;go_process=lipopolysaccharide metabolic process|0008653||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003544923.1;locus_tag=RTCIAT899_RS02290;product=LapA family protein;protein_id=WP_015338609.1;transl_table=11	11.0	6.0	10.25	17.0	3.0	0	5.26994634078751	-0.445974390099755	0.870070269127454	-0.512572841440725	0.6082501549099	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	468803	469261	.	-	0	ID=cds-WP_015338610.1;Parent=gene-RTCIAT899_RS02295;Dbxref=GenBank:WP_015338610.1;Name=WP_015338610.1;Ontology_term=GO:0008080,GO:0016746;gbkey=CDS;go_function=N-acetyltransferase activity|0008080||IEA,acyltransferase activity|0016746||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338610.1;locus_tag=RTCIAT899_RS02295;product=GNAT family N-acetyltransferase;protein_id=WP_015338610.1;transl_table=11	16.0	6.0	13.0	8.0	3.0	0	5.74218227860095	0.0151215992510065	0.92752402676238	0.0163031887203936	0.986992513649251	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	469298	469750	.	-	0	ID=cds-WP_015338611.1;Parent=gene-RTCIAT899_RS02300;Dbxref=GenBank:WP_015338611.1;Name=WP_015338611.1;Ontology_term=GO:0005488;gbkey=CDS;go_function=binding|0005488||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338611.1;locus_tag=RTCIAT899_RS02300;product=SRPBCC family protein;protein_id=WP_015338611.1;transl_table=11	8.0	9.0	5.0	8.0	8.0	0	4.85750264029207	0.348245986856915	0.917469000000487	0.379572483491791	0.70426278974208	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	469866	470993	.	+	0	ID=cds-WP_184461877.1;Parent=gene-RTCIAT899_RS02305;Dbxref=GenBank:WP_184461877.1;Name=WP_184461877.1;Ontology_term=GO:0008168;gbkey=CDS;go_function=methyltransferase activity|0008168||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_020048208.1;locus_tag=RTCIAT899_RS02305;product=class I SAM-dependent methyltransferase;protein_id=WP_184461877.1;transl_table=11	32.150000000000006	26.833333333333332	59.566666666666684	33.41666666666667	73.68333333333331	0	34.1719416869406	-0.569612753065742	1.08332443633166	-0.525800705645079	0.599026684210846	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	470990	471850	.	+	0	ID=cds-WP_015338613.1;Parent=gene-RTCIAT899_RS02310;Dbxref=GenBank:WP_015338613.1;Name=WP_015338613.1;Ontology_term=GO:0006396,GO:0032259,GO:0003723,GO:0008173,GO:1904047;gbkey=CDS;go_function=RNA binding|0003723||IEA,RNA methyltransferase activity|0008173||IEA,S-adenosyl-L-methionine binding|1904047||IEA;go_process=RNA processing|0006396||IEA,methylation|0032259||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338613.1;locus_tag=RTCIAT899_RS02310;product=TrmH family RNA methyltransferase;protein_id=WP_015338613.1;transl_table=11	1.25	6.162037037037037	2.071428571428571	6.0625	0	0	1.34649432739317	-0.0909065573187087	1.14733992763271	-0.0792324533726244	0.936847731666999	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	471847	472365	.	+	0	ID=cds-WP_015338614.1;Parent=gene-RTCIAT899_RS02315;Dbxref=GenBank:WP_015338614.1;Name=WP_015338614.1;Ontology_term=GO:0006508,GO:0009306,GO:0004190,GO:0005886;gbkey=CDS;gene=lspA;go_component=plasma membrane|0005886||IEA;go_function=aspartic-type endopeptidase activity|0004190||IEA;go_process=proteolysis|0006508||IEA,protein secretion|0009306||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_018857737.1;locus_tag=RTCIAT899_RS02315;product=signal peptidase II;protein_id=WP_015338614.1;transl_table=11	4.75	21.5	4.333333333333333	19.0	2.0	0	4.83330605283877	0.280737448479633	0.918237731747384	0.305735038730544	0.759806392858156	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	472421	474709	.	+	0	ID=cds-WP_015338615.1;Parent=gene-RTCIAT899_RS02320;Dbxref=GenBank:WP_015338615.1;Name=WP_015338615.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338615.1;locus_tag=RTCIAT899_RS02320;product=PAS domain-containing hybrid sensor histidine kinase/response regulator;protein_id=WP_015338615.1;transl_table=11	18.564516129032256	15.6	9.599999999999998	28.450000000000003	8.299999999999999	0	8.9894411138884	0.0760663212210765	0.74119409099687	0.102626723748932	0.918259232336699	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	474942	475820	.	+	0	ID=cds-WP_015338616.1;Parent=gene-RTCIAT899_RS02325;Dbxref=GenBank:WP_015338616.1;Name=WP_015338616.1;Ontology_term=GO:0008080;gbkey=CDS;go_function=N-acetyltransferase activity|0008080||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007695370.1;locus_tag=RTCIAT899_RS02325;product=GNAT family N-acetyltransferase;protein_id=WP_015338616.1;transl_table=11	75.0	19.0	53.04545454545455	15.5	9.0	0	22.3354483853783	0.216287222708537	1.01519216994727	0.213050522956428	0.831287555559683	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	475826	477235	.	-	0	ID=cds-WP_015338617.1;Parent=gene-RTCIAT899_RS02330;Dbxref=GenBank:WP_015338617.1;Name=WP_015338617.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003530079.1;locus_tag=RTCIAT899_RS02330;product=adenylate/guanylate cyclase domain-containing protein;protein_id=WP_015338617.1;transl_table=11	10.0	29.1	9.0	41.0	4.0	0	8.78233323956785	-0.186703836191833	0.744048407853337	-0.250929689817486	0.801868469460906	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	477313	479601	.	-	0	ID=cds-WP_015338618.1;Parent=gene-RTCIAT899_RS02335;Dbxref=GenBank:WP_015338618.1;Name=WP_015338618.1;Ontology_term=GO:0004470,GO:0004471,GO:0051287;gbkey=CDS;go_function=malic enzyme activity|0004470||IEA,malate dehydrogenase (decarboxylating) (NAD+) activity|0004471||IEA,NAD binding|0051287||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338618.1;locus_tag=RTCIAT899_RS02335;product=NADP-dependent malic enzyme;protein_id=WP_015338618.1;transl_table=11	10.276923076923076	44.0	6.0588235294117645	46.0	1.0	0	9.25024353093853	0.211945673273789	0.813125670000622	0.260655494093093	0.794358190376177	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	479799	482456	.	+	0	ID=cds-WP_210318596.1;Parent=gene-RTCIAT899_RS02340;Dbxref=GenBank:WP_210318596.1;Name=WP_210318596.1;Ontology_term=GO:0006298,GO:0005524,GO:0030983;gbkey=CDS;gene=mutS;go_function=ATP binding|0005524||IEA,mismatched DNA binding|0030983||IEA;go_process=mismatch repair|0006298||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012650871.1;locus_tag=RTCIAT899_RS02340;product=DNA mismatch repair protein MutS;protein_id=WP_210318596.1;transl_table=11	4.625	28.5	3.033333333333333	30.5	3.333333333333333	0	6.16195220580396	0.161954017423968	0.914829170605657	0.17703197780275	0.859483271613493	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	482482	482778	.	+	0	ID=cds-WP_244441434.1;Parent=gene-RTCIAT899_RS02345;Dbxref=GenBank:WP_244441434.1;Name=WP_244441434.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338620.1;locus_tag=RTCIAT899_RS02345;product=hypothetical protein;protein_id=WP_244441434.1;transl_table=11	2.5	4.0	2.0	6.5	0	0	1.30796526905809	-0.14292660532193	1.15053161397013	-0.124226578032684	0.901135879002678	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	482897	485812	.	+	0	ID=cds-WP_015338621.1;Parent=gene-RTCIAT899_RS02350;Dbxref=GenBank:WP_015338621.1;Name=WP_015338621.1;Ontology_term=GO:0008152,GO:0008773;gbkey=CDS;go_function=[protein-PII] uridylyltransferase activity|0008773||IEA;go_process=metabolic process|0008152||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016734970.1;locus_tag=RTCIAT899_RS02350;product=[protein-PII] uridylyltransferase;protein_id=WP_015338621.1;transl_table=11	10.642857142857142	45.0	13.583333333333332	56.25	7.5	4.5	15.8374718409169	-0.20271782801657	0.748707477148425	-0.270757050254999	0.786577895247992	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	485809	487410	.	+	0	ID=cds-WP_015338622.1;Parent=gene-RTCIAT899_RS02355;Dbxref=GenBank:WP_015338622.1;Name=WP_015338622.1;Ontology_term=GO:0009252,GO:0034204;gbkey=CDS;gene=murJ;go_process=peptidoglycan biosynthetic process|0009252||IEA,lipid translocation|0034204||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338622.1;locus_tag=RTCIAT899_RS02355;product=murein biosynthesis integral membrane protein MurJ;protein_id=WP_015338622.1;transl_table=11	5.166666666666666	12.0	5.125	23.5	3.0769230769230766	0	4.72412288493301	-0.488445009821241	0.90208552969564	-0.541461971999529	0.588189202140062	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	487657	488049	.	+	0	ID=cds-WP_015338623.1;Parent=gene-RTCIAT899_RS02360;Dbxref=GenBank:WP_015338623.1;Name=WP_015338623.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007695386.1;locus_tag=RTCIAT899_RS02360;product=VOC family protein;protein_id=WP_015338623.1;transl_table=11	2.0	15.5	1.0	13.0	0	0	2.63587492454091	0.353561008627477	1.15367658353423	0.306464579132188	0.75925094495009	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	488161	489225	.	+	0	ID=cds-WP_015338624.1;Parent=gene-RTCIAT899_RS02365;Dbxref=GenBank:WP_015338624.1;Name=WP_015338624.1;Ontology_term=GO:0006436,GO:0000166,GO:0004830,GO:0005524;gbkey=CDS;gene=trpS;go_function=nucleotide binding|0000166||IEA,tryptophan-tRNA ligase activity|0004830||IEA,ATP binding|0005524||IEA;go_process=tryptophanyl-tRNA aminoacylation|0006436||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003544886.1;locus_tag=RTCIAT899_RS02365;product=tryptophan--tRNA ligase;protein_id=WP_015338624.1;transl_table=11	2.0	12.5	3.0	13.5	1.0	0	2.90036299925927	-0.134985414979734	1.0924754877906	-0.123559216191409	0.901664285724468	0.999994493201698
