Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	apigennin_r1	apigennin_r2	control_r1	control_r2	salt_r1	salt_r2
sense	NC_020059.1	Protein Homology	CDS	1799770	1800441	.	-	0	ID=cds-WP_041677884.1;Parent=gene-RTCIAT899_RS08810;Dbxref=GenBank:WP_041677884.1;Name=WP_041677884.1;Ontology_term=GO:0015036;gbkey=CDS;go_function=disulfide oxidoreductase activity|0015036||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004680222.1;locus_tag=RTCIAT899_RS08810;product=DsbA family oxidoreductase;protein_id=WP_041677884.1;transl_table=11	3.25	5.0	3.0	11.0	2.0	0
sense	NC_020059.1	Protein Homology	CDS	1800535	1802346	.	-	0	ID=cds-WP_015339873.1;Parent=gene-RTCIAT899_RS08815;Dbxref=GenBank:WP_015339873.1;Name=WP_015339873.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015339873.1;locus_tag=RTCIAT899_RS08815;product=extracellular solute-binding protein;protein_id=WP_015339873.1;transl_table=11	11.666666666666668	38.0	13.833333333333334	44.5	2.0	0
sense	NC_020059.1	Protein Homology	CDS	1802611	1803270	.	+	0	ID=cds-WP_015339874.1;Parent=gene-RTCIAT899_RS08820;Dbxref=GenBank:WP_015339874.1;Name=WP_015339874.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_020049906.1;locus_tag=RTCIAT899_RS08820;product=invasion associated locus B family protein;protein_id=WP_015339874.1;transl_table=11	6.0	4.0	2.0	7.0	2.0	0
sense	NC_020059.1	Protein Homology	CDS	1803423	1803752	.	-	0	ID=cds-WP_015339875.1;Parent=gene-RTCIAT899_RS08825;Dbxref=GenBank:WP_015339875.1;Name=WP_015339875.1;Ontology_term=GO:0003677;gbkey=CDS;gene=hspQ;go_function=DNA binding|0003677||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003579237.1;locus_tag=RTCIAT899_RS08825;product=heat shock protein HspQ;protein_id=WP_015339875.1;transl_table=11	0	5.333333333333333	0.5	11.0	0	0
sense	NC_020059.1	Protein Homology	CDS	1803961	1805370	.	-	0	ID=cds-WP_015339876.1;Parent=gene-RTCIAT899_RS08830;Dbxref=GenBank:WP_015339876.1;Name=WP_015339876.1;Ontology_term=GO:0006542,GO:0004356;gbkey=CDS;gene=glnA;go_function=glutamine synthetase activity|0004356||IEA;go_process=glutamine biosynthetic process|0006542||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_018094964.1;locus_tag=RTCIAT899_RS08830;product=type I glutamate--ammonia ligase;protein_id=WP_015339876.1;transl_table=11	11.0	19.0	5.2727272727272725	30.7	4.090909090909091	1.0
sense	NC_020059.1	Protein Homology	CDS	1805433	1805771	.	-	0	ID=cds-WP_015339877.1;Parent=gene-RTCIAT899_RS08835;Dbxref=GenBank:WP_015339877.1;Name=WP_015339877.1;Ontology_term=GO:0006808,GO:0030234;gbkey=CDS;go_function=enzyme regulator activity|0030234||IEA;go_process=regulation of nitrogen utilization|0006808||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_018900556.1;locus_tag=RTCIAT899_RS08835;product=P-II family nitrogen regulator;protein_id=WP_015339877.1;transl_table=11	4.0	4.0	0	6.5	0	0
sense	NC_020059.1	GeneMarkS-2+	CDS	1805990	1806121	.	-	0	ID=cds-WP_280117189.1;Parent=gene-RTCIAT899_RS34390;Dbxref=GenBank:WP_280117189.1;Name=WP_280117189.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=RTCIAT899_RS34390;product=hypothetical protein;protein_id=WP_280117189.1;transl_table=11	0	5.0	0	5.0	1.0	0
sense	NC_020059.1	Protein Homology	CDS	1806120	1807595	.	+	0	ID=cds-WP_015339878.1;Parent=gene-RTCIAT899_RS08840;Dbxref=GenBank:WP_015339878.1;Name=WP_015339878.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_017994060.1;locus_tag=RTCIAT899_RS08840;product=bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase;protein_id=WP_015339878.1;transl_table=11	30.83225806451613	34.58333333333333	23.342857142857145	32.99166666666667	14.9	0.14285714285714285
sense	NC_020059.1	Protein Homology	CDS	1807598	1808404	.	-	0	ID=cds-WP_015339879.1;Parent=gene-RTCIAT899_RS08845;Dbxref=GenBank:WP_015339879.1;Name=WP_015339879.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003579244.1;locus_tag=RTCIAT899_RS08845;product=DUF72 domain-containing protein;protein_id=WP_015339879.1;transl_table=11	3.0	6.0	1.0	5.0	1.0	0
sense	NC_020059.1	Protein Homology	CDS	1808437	1811358	.	-	0	ID=cds-WP_015339880.1;Parent=gene-RTCIAT899_RS08850;Dbxref=GenBank:WP_015339880.1;Name=WP_015339880.1;Ontology_term=GO:0006289,GO:0003677,GO:0005524,GO:0016887;gbkey=CDS;gene=uvrA;go_function=DNA binding|0003677||IEA,ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA;go_process=nucleotide-excision repair|0006289||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007696009.1;locus_tag=RTCIAT899_RS08850;product=excinuclease ABC subunit UvrA;protein_id=WP_015339880.1;transl_table=11	8.658333333333333	37.0	15.441666666666666	48.0	11.333333333333334	0
sense	NC_020059.1	Protein Homology	CDS	1811632	1812183	.	+	0	ID=cds-WP_041677885.1;Parent=gene-RTCIAT899_RS08855;Dbxref=GenBank:WP_041677885.1;Name=WP_041677885.1;Ontology_term=GO:0006260,GO:0003697;gbkey=CDS;go_function=single-stranded DNA binding|0003697||IEA;go_process=DNA replication|0006260||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007793578.1;locus_tag=RTCIAT899_RS08855;product=single-stranded DNA-binding protein;protein_id=WP_041677885.1;transl_table=11	3.8000000000000003	3.0	1.0	9.0	1.0	0
sense	NC_020059.1	Protein Homology	CDS	1812716	1813043	.	-	0	ID=cds-WP_085999169.1-2;Parent=gene-RTCIAT899_RS08860;Dbxref=GenBank:WP_085999169.1;Name=WP_085999169.1;Note=programmed frameshift;Ontology_term=GO:0004803;exception=ribosomal slippage;gbkey=CDS;go_function=transposase activity|0004803||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_076611229.1;locus_tag=RTCIAT899_RS08860;product=IS5 family transposase;protein_id=WP_085999169.1;transl_table=11	0	1.0	0	0.5	0.5	0
sense	NC_020059.1	Protein Homology	CDS	1812283	1812716	.	-	2	ID=cds-WP_085999169.1-2;Parent=gene-RTCIAT899_RS08860;Dbxref=GenBank:WP_085999169.1;Name=WP_085999169.1;Note=programmed frameshift;Ontology_term=GO:0004803;exception=ribosomal slippage;gbkey=CDS;go_function=transposase activity|0004803||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_076611229.1;locus_tag=RTCIAT899_RS08860;product=IS5 family transposase;protein_id=WP_085999169.1;transl_table=11	23.799999999999997	11.7	22.699999999999996	13.95	11.95	0
sense	NC_020059.1	GeneMarkS-2+	CDS	1813084	1813335	.	-	0	ID=cds-WP_041677423.1;Parent=gene-RTCIAT899_RS08870;Dbxref=GenBank:WP_041677423.1;Name=WP_041677423.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=RTCIAT899_RS08870;product=hypothetical protein;protein_id=WP_041677423.1;transl_table=11	8.0	4.0	3.5	7.5	4.5	0
sense	NC_020059.1	Protein Homology	CDS	1813407	1814039	.	-	0	ID=cds-WP_041677886.1;Parent=gene-RTCIAT899_RS08875;Dbxref=GenBank:WP_041677886.1;Name=WP_041677886.1;Ontology_term=GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007696011.1;locus_tag=RTCIAT899_RS08875;product=MarC family protein;protein_id=WP_041677886.1;transl_table=11	3.125	8.158730158730158	3.5	14.0	1.0	0
sense	NC_020059.1	Protein Homology	CDS	1814264	1817059	.	+	0	ID=cds-WP_015339883.1;Parent=gene-RTCIAT899_RS08880;Dbxref=GenBank:WP_015339883.1;Name=WP_015339883.1;Ontology_term=GO:0006259,GO:0006265,GO:0003677,GO:0003916,GO:0003918,GO:0005524;gbkey=CDS;gene=gyrA;go_function=DNA binding|0003677||IEA,DNA topoisomerase activity|0003916||IEA,DNA topoisomerase type II (double strand cut%2C ATP-hydrolyzing) activity|0003918||IEA,ATP binding|0005524||IEA;go_process=DNA metabolic process|0006259||IEA,DNA topological change|0006265||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015339883.1;locus_tag=RTCIAT899_RS08880;product=DNA gyrase subunit A;protein_id=WP_015339883.1;transl_table=11	1.1666666666666667	32.0	3.0	34.53333333333333	5.5	0
sense	NC_020059.1	Protein Homology	CDS	1817210	1818130	.	-	0	ID=cds-WP_312862835.1;Parent=gene-RTCIAT899_RS08885;Dbxref=GenBank:WP_312862835.1;Name=WP_312862835.1;Ontology_term=GO:0016491,GO:0051287,GO:0070403;gbkey=CDS;go_function=oxidoreductase activity|0016491||IEA,NAD binding|0051287||IEA,NAD+ binding|0070403||IEA;inference=COORDINATES: protein motif:HMM:NF024852.6;locus_tag=RTCIAT899_RS08885;product=NAD-dependent epimerase/dehydratase family protein;protein_id=WP_312862835.1;transl_table=11	11.0	10.0	6.0	14.0	2.5	0
sense	NC_020059.1	Protein Homology	CDS	1818309	1818443	.	-	0	ID=cds-WP_015339885.1;Parent=gene-RTCIAT899_RS34395;Dbxref=GenBank:WP_015339885.1;Name=WP_015339885.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007696019.1;locus_tag=RTCIAT899_RS34395;product=hypothetical protein;protein_id=WP_015339885.1;transl_table=11	2.0	5.5	2.0	2.0	0	0
sense	NC_020059.1	Protein Homology	CDS	1818483	1818641	.	-	0	ID=cds-WP_015339886.1;Parent=gene-RTCIAT899_RS33770;Dbxref=GenBank:WP_015339886.1;Name=WP_015339886.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015339886.1;locus_tag=RTCIAT899_RS33770;product=hypothetical protein;protein_id=WP_015339886.1;transl_table=11	0	4.5	1.0	1.5	0	0
sense	NC_020059.1	Protein Homology	CDS	1818733	1818957	.	-	0	ID=cds-WP_135488286.1;Parent=gene-RTCIAT899_RS08890;Dbxref=GenBank:WP_135488286.1;Name=WP_135488286.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004118946.1;locus_tag=RTCIAT899_RS08890;product=hypothetical protein;protein_id=WP_135488286.1;transl_table=11	1.0	6.0	2.0	4.5	0	0
sense	NC_020059.1	Protein Homology	CDS	1819160	1819672	.	+	0	ID=cds-WP_015339888.1;Parent=gene-RTCIAT899_RS08895;Dbxref=GenBank:WP_015339888.1;Name=WP_015339888.1;Ontology_term=GO:0015937,GO:0004595;gbkey=CDS;gene=coaD;go_function=pantetheine-phosphate adenylyltransferase activity|0004595||IEA;go_process=coenzyme A biosynthetic process|0015937||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015339888.1;locus_tag=RTCIAT899_RS08895;product=pantetheine-phosphate adenylyltransferase;protein_id=WP_015339888.1;transl_table=11	0	4.5	1.0	1.5	0	0
sense	NC_020059.1	Protein Homology	CDS	1819702	1820274	.	+	0	ID=cds-WP_015339889.1;Parent=gene-RTCIAT899_RS08900;Dbxref=GenBank:WP_015339889.1;Name=WP_015339889.1;Ontology_term=GO:0000413,GO:0003755;gbkey=CDS;go_function=peptidyl-prolyl cis-trans isomerase activity|0003755||IEA;go_process=protein peptidyl-prolyl isomerization|0000413||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_017964287.1;locus_tag=RTCIAT899_RS08900;product=peptidylprolyl isomerase;protein_id=WP_015339889.1;transl_table=11	1.5	13.5	0	15.2	1.0	0
sense	NC_020059.1	Protein Homology	CDS	1820309	1820809	.	+	0	ID=cds-WP_015339890.1;Parent=gene-RTCIAT899_RS08905;Dbxref=GenBank:WP_015339890.1;Name=WP_015339890.1;Ontology_term=GO:0000413,GO:0003755;gbkey=CDS;go_function=peptidyl-prolyl cis-trans isomerase activity|0003755||IEA;go_process=protein peptidyl-prolyl isomerization|0000413||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016553949.1;locus_tag=RTCIAT899_RS08905;product=peptidylprolyl isomerase;protein_id=WP_015339890.1;transl_table=11	1.75	6.5	0.75	6.0	1.0	0
sense	NC_020059.1	Protein Homology	CDS	1820898	1821983	.	+	0	ID=cds-WP_015339891.1;Parent=gene-RTCIAT899_RS08910;Dbxref=GenBank:WP_015339891.1;Name=WP_015339891.1;Ontology_term=GO:0016740,GO:0016853;gbkey=CDS;gene=queA;go_function=transferase activity|0016740||IEA,isomerase activity|0016853||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007696029.1;locus_tag=RTCIAT899_RS08910;product=tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA;protein_id=WP_015339891.1;transl_table=11	2.5	19.5	2.642857142857143	30.0	1.5	0
sense	NC_020059.1	Protein Homology	CDS	1821990	1823120	.	+	0	ID=cds-WP_015339892.1;Parent=gene-RTCIAT899_RS08915;Dbxref=GenBank:WP_015339892.1;Name=WP_015339892.1;Ontology_term=GO:0006400,GO:0008479,GO:0005737;gbkey=CDS;gene=tgt;go_component=cytoplasm|0005737||IEA;go_function=tRNA-guanosine(34) queuine transglycosylase activity|0008479||IEA;go_process=tRNA modification|0006400||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012557668.1;locus_tag=RTCIAT899_RS08915;product=tRNA guanosine(34) transglycosylase Tgt;protein_id=WP_015339892.1;transl_table=11	5.0	10.033333333333333	3.0	15.0	0.5	0
sense	NC_020059.1	Protein Homology	CDS	1823367	1823792	.	+	0	ID=cds-WP_015339893.1;Parent=gene-RTCIAT899_RS08920;Dbxref=GenBank:WP_015339893.1;Name=WP_015339893.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015339893.1;locus_tag=RTCIAT899_RS08920;product=VOC family protein;protein_id=WP_015339893.1;transl_table=11	26.5	6.0	12.0	8.0	2.2	0
sense	NC_020059.1	GeneMarkS-2+	CDS	1823799	1823996	.	-	0	ID=cds-WP_135488285.1;Parent=gene-RTCIAT899_RS33015;Dbxref=GenBank:WP_135488285.1;Name=WP_135488285.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=RTCIAT899_RS33015;product=hypothetical protein;protein_id=WP_135488285.1;transl_table=11	112.0	28.0	165.0	23.0	141.0	0
sense	NC_020059.1	Protein Homology	CDS	1824046	1824936	.	+	0	ID=cds-WP_041677430.1;Parent=gene-RTCIAT899_RS08925;Dbxref=GenBank:WP_041677430.1;Name=WP_041677430.1;Ontology_term=GO:0016787;gbkey=CDS;go_function=hydrolase activity|0016787||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012555215.1;locus_tag=RTCIAT899_RS08925;product=cell wall hydrolase;protein_id=WP_041677430.1;transl_table=11	8.0	13.0	5.142857142857142	13.0	0	0
sense	NC_020059.1	Protein Homology	CDS	1825015	1825437	.	-	0	ID=cds-WP_015339895.1;Parent=gene-RTCIAT899_RS08930;Dbxref=GenBank:WP_015339895.1;Name=WP_015339895.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_017988331.1;locus_tag=RTCIAT899_RS08930;product=DUF4864 domain-containing protein;protein_id=WP_015339895.1;transl_table=11	6.0	15.5	13.5	14.0	6.0	0
sense	NC_020059.1	Protein Homology	CDS	1825495	1826760	.	-	0	ID=cds-WP_015339896.1;Parent=gene-RTCIAT899_RS08935;Dbxref=GenBank:WP_015339896.1;Name=WP_015339896.1;Ontology_term=GO:0006633,GO:0004315;gbkey=CDS;gene=fabF;go_function=3-oxoacyl-[acyl-carrier-protein] synthase activity|0004315||IEA;go_process=fatty acid biosynthetic process|0006633||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012651466.1;locus_tag=RTCIAT899_RS08935;product=beta-ketoacyl-ACP synthase II;protein_id=WP_015339896.1;transl_table=11	7.642857142857143	14.5	6.7	22.5	10.027777777777779	0
sense	NC_020059.1	Protein Homology	CDS	1826778	1827284	.	-	0	ID=cds-WP_041677432.1;Parent=gene-RTCIAT899_RS08940;Dbxref=GenBank:WP_041677432.1;Name=WP_041677432.1;Ontology_term=GO:0003677;gbkey=CDS;go_function=DNA binding|0003677||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_018069559.1;locus_tag=RTCIAT899_RS08940;product=winged helix-turn-helix transcriptional regulator;protein_id=WP_041677432.1;transl_table=11	0.16666666666666666	3.0	1.0	10.5	2.0	0
sense	NC_020059.1	Protein Homology	CDS	1827474	1827965	.	+	0	ID=cds-WP_015339898.1;Parent=gene-RTCIAT899_RS08945;Dbxref=GenBank:WP_015339898.1;Name=WP_015339898.1;Ontology_term=GO:0008080,GO:0016746;gbkey=CDS;go_function=N-acetyltransferase activity|0008080||IEA,acyltransferase activity|0016746||IEA;inference=COORDINATES: protein motif:HMM:NF024698.6;locus_tag=RTCIAT899_RS08945;product=GNAT family N-acetyltransferase;protein_id=WP_015339898.1;transl_table=11	5.0	1.0	1.0	6.0	2.0	0
sense	NC_020059.1	Protein Homology	CDS	1827986	1828577	.	-	0	ID=cds-RTCIAT899_RS08950;Parent=gene-RTCIAT899_RS08950;Note=frameshifted;Ontology_term=GO:0008752,GO:0008753,GO:0010181,GO:0016491,GO:0050136,GO:0052873;gbkey=CDS;go_function=FMN reductase [NAD(P)H] activity|0008752||IEA,NADPH dehydrogenase (quinone) activity|0008753||IEA,FMN binding|0010181||IEA,oxidoreductase activity|0016491||IEA,NADH:ubiquinone reductase (non-electrogenic) activity|0050136||IEA,FMN reductase (NADPH) activity|0052873||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015686548.1;locus_tag=RTCIAT899_RS08950;product=NADPH-dependent FMN reductase;pseudo=true;transl_table=11	11.5	12.0	10.5	15.5	3.0	0
sense	NC_020059.1	Protein Homology	CDS	1828615	1830516	.	-	0	ID=cds-WP_015339901.1;Parent=gene-RTCIAT899_RS08955;Dbxref=GenBank:WP_015339901.1;Name=WP_015339901.1;Ontology_term=GO:0005524,GO:0016887,GO:0042626,GO:0140359,GO:0055052;gbkey=CDS;go_component=ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA;go_function=ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011427878.1;locus_tag=RTCIAT899_RS08955;product=ABC transporter ATP-binding protein;protein_id=WP_015339901.1;transl_table=11	4.777777777777778	26.5	5.30952380952381	11.333333333333334	4.0	1.0
sense	NC_020059.1	Protein Homology	CDS	1830519	1832408	.	-	0	ID=cds-WP_015339902.1;Parent=gene-RTCIAT899_RS08960;Dbxref=GenBank:WP_015339902.1;Name=WP_015339902.1;Ontology_term=GO:0005524,GO:0016887,GO:0042626,GO:0140359,GO:0055052;gbkey=CDS;go_component=ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA;go_function=ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004118977.1;locus_tag=RTCIAT899_RS08960;product=ABC transporter ATP-binding protein;protein_id=WP_015339902.1;transl_table=11	9.331746031746032	26.0	3.0	27.7	3.3666666666666667	0
sense	NC_020059.1	Protein Homology	CDS	1832635	1833291	.	+	0	ID=cds-WP_041677888.1;Parent=gene-RTCIAT899_RS08965;Dbxref=GenBank:WP_041677888.1;Name=WP_041677888.1;Ontology_term=GO:0046654,GO:0004146,GO:0050661;gbkey=CDS;go_function=dihydrofolate reductase activity|0004146||IEA,NADP binding|0050661||IEA;go_process=tetrahydrofolate biosynthetic process|0046654||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004118979.1;locus_tag=RTCIAT899_RS08965;product=dihydrofolate reductase family protein;protein_id=WP_041677888.1;transl_table=11	14.0	12.0	6.0	16.0	3.0	0
sense	NC_020059.1	Protein Homology	CDS	1833334	1834224	.	-	0	ID=cds-WP_015339904.1;Parent=gene-RTCIAT899_RS08970;Dbxref=GenBank:WP_015339904.1;Name=WP_015339904.1;Ontology_term=GO:0006355,GO:0003677,GO:0003700;gbkey=CDS;go_function=DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA;go_process=regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015339904.1;locus_tag=RTCIAT899_RS08970;product=LysR family transcriptional regulator;protein_id=WP_015339904.1;transl_table=11	7.111111111111111	10.0	7.166666666666667	10.0	2.0	0
sense	NC_020059.1	Protein Homology	CDS	1834327	1834554	.	+	0	ID=cds-WP_041677434.1;Parent=gene-RTCIAT899_RS08975;Dbxref=GenBank:WP_041677434.1;Name=WP_041677434.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007817692.1;locus_tag=RTCIAT899_RS08975;product=DUF1127 domain-containing protein;protein_id=WP_041677434.1;transl_table=11	0	14.0	0	17.0	0	0
sense	NC_020059.1	GeneMarkS-2+	CDS	1834570	1834800	.	-	0	ID=cds-WP_015339906.1;Parent=gene-RTCIAT899_RS08980;Dbxref=GenBank:WP_015339906.1;Name=WP_015339906.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=RTCIAT899_RS08980;product=hypothetical protein;protein_id=WP_015339906.1;transl_table=11	4.0	6.0	2.0	6.0	3.0	0
sense	NC_020059.1	Protein Homology	CDS	1834824	1835678	.	+	0	ID=cds-WP_015339907.1;Parent=gene-RTCIAT899_RS08985;Dbxref=GenBank:WP_015339907.1;Name=WP_015339907.1;Ontology_term=GO:0006508,GO:0008236;gbkey=CDS;go_function=serine-type peptidase activity|0008236||IEA;go_process=proteolysis|0006508||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015339907.1;locus_tag=RTCIAT899_RS08985;product=D-alanyl-D-alanine carboxypeptidase family protein;protein_id=WP_015339907.1;transl_table=11	0	11.0	0	12.25	2.0	0
sense	NC_020059.1	Protein Homology	CDS	1836136	1836879	.	+	0	ID=cds-WP_015339908.1;Parent=gene-RTCIAT899_RS08990;Dbxref=GenBank:WP_015339908.1;Name=WP_015339908.1;Ontology_term=GO:0008168,GO:1904047;gbkey=CDS;go_function=methyltransferase activity|0008168||IEA,S-adenosyl-L-methionine binding|1904047||IEA;inference=COORDINATES: protein motif:HMM:NF024880.6;locus_tag=RTCIAT899_RS08990;product=class I SAM-dependent methyltransferase;protein_id=WP_015339908.1;transl_table=11	1.0	27.0	3.0	22.0	3.0	0
sense	NC_020059.1	Protein Homology	CDS	1837062	1837541	.	-	0	ID=cds-WP_015339909.1;Parent=gene-RTCIAT899_RS08995;Dbxref=GenBank:WP_015339909.1;Name=WP_015339909.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015339909.1;locus_tag=RTCIAT899_RS08995;product=SRPBCC family protein;protein_id=WP_015339909.1;transl_table=11	3.2	9.0	7.7	24.0	2.25	0
sense	NC_020059.1	Protein Homology	CDS	1837711	1838202	.	-	0	ID=cds-WP_015339910.1;Parent=gene-RTCIAT899_RS09000;Dbxref=GenBank:WP_015339910.1;Name=WP_015339910.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004118995.1;locus_tag=RTCIAT899_RS09000;product=YbaK/EbsC family protein;protein_id=WP_015339910.1;transl_table=11	2.0	6.0	5.0	6.0	3.0	0
sense	NC_020059.1	Protein Homology	CDS	1838199	1839026	.	-	0	ID=cds-WP_015339911.1;Parent=gene-RTCIAT899_RS09005;Dbxref=GenBank:WP_015339911.1;Name=WP_015339911.1;Ontology_term=GO:0016787,GO:0046872;gbkey=CDS;go_function=hydrolase activity|0016787||IEA,metal ion binding|0046872||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015339911.1;locus_tag=RTCIAT899_RS09005;product=MBL fold metallo-hydrolase;protein_id=WP_015339911.1;transl_table=11	0	12.833333333333334	1.0	16.0	1.0	0
sense	NC_020059.1	Protein Homology	CDS	1839031	1839813	.	-	0	ID=cds-WP_015339912.1;Parent=gene-RTCIAT899_RS09010;Dbxref=GenBank:WP_015339912.1;Name=WP_015339912.1;Ontology_term=GO:0004536,GO:0016788,GO:0046872;gbkey=CDS;go_function=DNA nuclease activity|0004536||IEA,hydrolase activity%2C acting on ester bonds|0016788||IEA,metal ion binding|0046872||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_018481910.1;locus_tag=RTCIAT899_RS09010;product=TatD family hydrolase;protein_id=WP_015339912.1;transl_table=11	1.0	7.5	0.9999999999999999	12.25	2.6666666666666665	0
sense	NC_020059.1	Protein Homology	CDS	1839822	1841375	.	-	0	ID=cds-WP_015339913.1;Parent=gene-RTCIAT899_RS09015;Dbxref=GenBank:WP_015339913.1;Name=WP_015339913.1;Ontology_term=GO:0006431,GO:0000049,GO:0004825,GO:0005524;gbkey=CDS;gene=metG;go_function=tRNA binding|0000049||IEA,methionine-tRNA ligase activity|0004825||IEA,ATP binding|0005524||IEA;go_process=methionyl-tRNA aminoacylation|0006431||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007696069.1;locus_tag=RTCIAT899_RS09015;product=methionine--tRNA ligase;protein_id=WP_015339913.1;transl_table=11	5.0	29.0	4.666666666666667	31.5	1.0	0
sense	NC_020059.1	Protein Homology	CDS	1841681	1842424	.	+	0	ID=cds-WP_051043259.1;Parent=gene-RTCIAT899_RS09020;Dbxref=GenBank:WP_051043259.1;Name=WP_051043259.1;Ontology_term=GO:0006810,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_process=transport|0006810||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012651475.1;locus_tag=RTCIAT899_RS09020;product=sulfite exporter TauE/SafE family protein;protein_id=WP_051043259.1;transl_table=11	31.0	27.5	13.025641025641026	26.0	20.0	0
sense	NC_020059.1	Protein Homology	CDS	1842548	1843468	.	+	0	ID=cds-WP_015339915.1;Parent=gene-RTCIAT899_RS09025;Dbxref=GenBank:WP_015339915.1;Name=WP_015339915.1;Ontology_term=GO:0006355,GO:0003677,GO:0003700;gbkey=CDS;go_function=DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA;go_process=regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015339915.1;locus_tag=RTCIAT899_RS09025;product=LysR family transcriptional regulator;protein_id=WP_015339915.1;transl_table=11	9.0	9.5	14.0	18.0	2.333333333333333	0
sense	NC_020059.1	Protein Homology	CDS	1843486	1844439	.	-	0	ID=cds-WP_015339916.1;Parent=gene-RTCIAT899_RS09030;Dbxref=GenBank:WP_015339916.1;Name=WP_015339916.1;Ontology_term=GO:0070403;gbkey=CDS;go_function=NAD+ binding|0070403||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003546384.1;locus_tag=RTCIAT899_RS09030;product=NmrA/HSCARG family protein;protein_id=WP_015339916.1;transl_table=11	22.0	16.0	19.125	22.25	10.2	0
