Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	apigennin_r1	apigennin_r2	control_r1	control_r2	salt_r1	salt_r2
sense	NC_020059.1	Protein Homology	CDS	724700	725212	.	+	0	ID=cds-WP_015338851.1;Parent=gene-RTCIAT899_RS03530;Dbxref=GenBank:WP_015338851.1;Name=WP_015338851.1;Ontology_term=GO:0005515;gbkey=CDS;go_function=protein binding|0005515||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338851.1;locus_tag=RTCIAT899_RS03530;product=ankyrin repeat domain-containing protein;protein_id=WP_015338851.1;transl_table=11	0.11867182390726472	2.202422624527586	0.10922240044543725	1.7495413415325491	0.23005772324960663	0.0
sense	NC_020059.1	Protein Homology	CDS	725378	725521	.	+	0	ID=cds-WP_015338852.1;Parent=gene-RTCIAT899_RS33735;Dbxref=GenBank:WP_015338852.1;Name=WP_015338852.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007700089.1;locus_tag=RTCIAT899_RS33735;product=hypothetical protein;protein_id=WP_015338852.1;transl_table=11	2.959378608687414	5.884597949909643	1.1673144047606108	9.195847420145467	0.0	0.0
sense	NC_020059.1	Protein Homology	CDS	725841	728381	.	+	0	ID=cds-WP_041677221.1;Parent=gene-RTCIAT899_RS03535;Dbxref=GenBank:WP_041677221.1;Name=WP_041677221.1;Ontology_term=GO:0006935;gbkey=CDS;go_process=chemotaxis|0006935||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338853.1;locus_tag=RTCIAT899_RS03535;product=methyl-accepting chemotaxis protein;protein_id=WP_041677221.1;transl_table=11	0.07666732236370159	1.7415260363368954	0.012862968647499841	1.244104527567215	0.01262123051809543	0.02850786624691721
sense	NC_020059.1	GeneMarkS-2+	CDS	728354	728614	.	-	0	ID=cds-WP_041677222.1;Parent=gene-RTCIAT899_RS03540;Dbxref=GenBank:WP_041677222.1;Name=WP_041677222.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=RTCIAT899_RS03540;product=hypothetical protein;protein_id=WP_041677222.1;transl_table=11	1.1662575797782913	0.5411124551641051	0.6440355336610266	5.073570990425086	0.0	0.0
sense	NC_020059.1	Protein Homology	CDS	728704	729576	.	+	0	ID=cds-WP_015338854.1;Parent=gene-RTCIAT899_RS03545;Dbxref=GenBank:WP_015338854.1;Name=WP_015338854.1;Ontology_term=GO:0006355,GO:0003677,GO:0003700;gbkey=CDS;go_function=DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA;go_process=regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007700080.1;locus_tag=RTCIAT899_RS03545;product=LysR family transcriptional regulator;protein_id=WP_015338854.1;transl_table=11	0.01937083036286967	0.8088794432865489	0.06418223531329818	1.011227207713591	0.011265713251913726	0.0
sense	NC_020059.1	Protein Homology	CDS	729880	730968	.	+	0	ID=cds-WP_244441456.1;Parent=gene-RTCIAT899_RS03550;Dbxref=GenBank:WP_244441456.1;Name=WP_244441456.1;Ontology_term=GO:0015846,GO:0019808,GO:0030288,GO:0055052;gbkey=CDS;go_component=outer membrane-bounded periplasmic space|0030288||IEA,ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA;go_function=polyamine binding|0019808||IEA;go_process=polyamine transport|0015846||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008523540.1;locus_tag=RTCIAT899_RS03550;product=polyamine ABC transporter substrate-binding protein;protein_id=WP_244441456.1;transl_table=11	0.6428874427372895	3.7609551635786147	0.6174224950799925	3.7830483418045637	0.21674859876409222	0.0
sense	NC_020059.1	Protein Homology	CDS	731099	732241	.	+	0	ID=cds-WP_015338856.1;Parent=gene-RTCIAT899_RS03555;Dbxref=GenBank:WP_015338856.1;Name=WP_015338856.1;Ontology_term=GO:0005524,GO:0016887,GO:0042626,GO:0140359;gbkey=CDS;go_function=ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_018115089.1;locus_tag=RTCIAT899_RS03555;product=ABC transporter ATP-binding protein;protein_id=WP_015338856.1;transl_table=11	0.13966521217852362	1.050269450377574	0.17157377077846248	2.4457896900474387	0.05678983955807219	0.0
sense	NC_020059.1	Protein Homology	CDS	732244	733155	.	+	0	ID=cds-WP_015338857.1;Parent=gene-RTCIAT899_RS03560;Dbxref=GenBank:WP_015338857.1;Name=WP_015338857.1;Ontology_term=GO:0055085,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_process=transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016552815.1;locus_tag=RTCIAT899_RS03560;product=ABC transporter permease subunit;protein_id=WP_015338857.1;transl_table=11	1.065265044292556	4.181161701251589	1.1058768045100522	5.6667393093440275	0.4610141094806571	0.0
sense	NC_020059.1	Protein Homology	CDS	733159	733974	.	+	0	ID=cds-WP_015338858.1;Parent=gene-RTCIAT899_RS03565;Dbxref=GenBank:WP_015338858.1;Name=WP_015338858.1;Ontology_term=GO:0055085,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_process=transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004109513.1;locus_tag=RTCIAT899_RS03565;product=ABC transporter permease subunit;protein_id=WP_015338858.1;transl_table=11	0.26112164194300713	0.9519202566030305	0.37766054271666816	1.9834180710117677	0.0	0.0
sense	NC_020059.1	Protein Homology	CDS	734002	735897	.	-	0	ID=cds-WP_041677224.1;Parent=gene-RTCIAT899_RS03570;Dbxref=GenBank:WP_041677224.1;Name=WP_041677224.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_018445777.1;locus_tag=RTCIAT899_RS03570;product=AsmA family protein;protein_id=WP_041677224.1;transl_table=11	0.9632697098801709	3.5804178243754037	0.5921007062122084	3.6472981328847003	0.06432151850981883	0.0
sense	NC_020059.1	Protein Homology	CDS	736062	738014	.	+	0	ID=cds-WP_015338860.1;Parent=gene-RTCIAT899_RS03575;Dbxref=GenBank:WP_015338860.1;Name=WP_015338860.1;Ontology_term=GO:0019287,GO:0030729;gbkey=CDS;go_function=acetoacetate-CoA ligase activity|0030729||IEA;go_process=isopentenyl diphosphate biosynthetic process%2C mevalonate pathway|0019287||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338860.1;locus_tag=RTCIAT899_RS03575;product=acetoacetate--CoA ligase;protein_id=WP_015338860.1;transl_table=11	0.00623437231586552	1.952493329002278	0.008128763904118947	2.285228510621574	0.030214954436008246	0.0
sense	NC_020059.1	Protein Homology	CDS	738371	740287	.	+	0	ID=cds-WP_041677804.1;Parent=gene-RTCIAT899_RS03580;Dbxref=GenBank:WP_041677804.1;Name=WP_041677804.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338861.1;locus_tag=RTCIAT899_RS03580;product=DEAD/DEAH box helicase;protein_id=WP_041677804.1;transl_table=11	0.18117917499745814	1.571681872902315	0.1510140700994426	2.5909610094161146	0.04104316189429602	0.0
sense	NC_020059.1	Protein Homology	CDS	740375	741397	.	-	0	ID=cds-WP_041677225.1;Parent=gene-RTCIAT899_RS03585;Dbxref=GenBank:WP_041677225.1;Name=WP_041677225.1;Ontology_term=GO:0032259,GO:0008168,GO:0008757,GO:1904047;gbkey=CDS;go_function=methyltransferase activity|0008168||IEA,S-adenosylmethionine-dependent methyltransferase activity|0008757||IEA,S-adenosyl-L-methionine binding|1904047||IEA;go_process=methylation|0032259||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_018246412.1;locus_tag=RTCIAT899_RS03585;product=SAM-dependent methyltransferase;protein_id=WP_041677225.1;transl_table=11	0.007438739695066813	1.7947160902950232	0.18257116789999778	3.164162553168333	0.05768309483237938	0.0
sense	NC_020059.1	GeneMarkS-2+	CDS	741540	741665	.	+	0	ID=cds-WP_280117188.1;Parent=gene-RTCIAT899_RS34385;Dbxref=GenBank:WP_280117188.1;Name=WP_280117188.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=RTCIAT899_RS34385;product=hypothetical protein;protein_id=WP_280117188.1;transl_table=11	0.48316385447957777	1.1208757999827892	0.444691201813566	1.1677266565264086	0.0	0.0
sense	NC_020059.1	Protein Homology	CDS	741772	742584	.	+	0	ID=cds-WP_015338863.1;Parent=gene-RTCIAT899_RS03590;Dbxref=GenBank:WP_015338863.1;Name=WP_015338863.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_020010563.1;locus_tag=RTCIAT899_RS03590;product=chromate resistance protein ChrB domain-containing protein;protein_id=WP_015338863.1;transl_table=11	0.7488148298207479	3.2137287696923513	0.4135135898782975	3.619521739786654	0.1451655744490138	0.0
sense	NC_020059.1	Protein Homology	CDS	742591	743994	.	+	0	ID=cds-WP_015338864.1;Parent=gene-RTCIAT899_RS03595;Dbxref=GenBank:WP_015338864.1;Name=WP_015338864.1;Ontology_term=GO:0015703,GO:0015109;gbkey=CDS;gene=chrA;go_function=chromate transmembrane transporter activity|0015109||IEA;go_process=chromate transport|0015703||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338864.1;locus_tag=RTCIAT899_RS03595;product=chromate efflux transporter;protein_id=WP_015338864.1;transl_table=11	0.21868954840435736	2.313602612784988	0.12970160052895674	3.274874437373742	0.03152233227218168	0.0
sense	NC_020059.1	Protein Homology	CDS	744119	744520	.	+	0	ID=cds-WP_015338865.1;Parent=gene-RTCIAT899_RS03600;Dbxref=GenBank:WP_015338865.1;Name=WP_015338865.1;Ontology_term=GO:0016846,GO:0046872;gbkey=CDS;go_function=carbon-sulfur lyase activity|0016846||IEA,metal ion binding|0046872||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003540854.1;locus_tag=RTCIAT899_RS03600;product=GFA family protein;protein_id=WP_015338865.1;transl_table=11	3.7859854268922137	2.283575323845533	1.951331542286394	2.562027141931076	0.7339528111134839	0.0
sense	NC_020059.1	Protein Homology	CDS	744539	748204	.	-	0	ID=cds-WP_015338866.1;Parent=gene-RTCIAT899_RS03605;Dbxref=GenBank:WP_015338866.1;Name=WP_015338866.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338866.1;locus_tag=RTCIAT899_RS03605;product=ATP-binding protein;protein_id=WP_015338866.1;transl_table=11	0.2518620092499926	1.8491698958799534	0.18850248980313183	1.9772995071067467	0.10462731562681579	0.0
sense	NC_020059.1	Protein Homology	CDS	748426	748872	.	+	0	ID=cds-WP_015338867.1;Parent=gene-RTCIAT899_RS03610;Dbxref=GenBank:WP_015338867.1;Name=WP_015338867.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004109539.1;locus_tag=RTCIAT899_RS03610;product=phasin;protein_id=WP_015338867.1;transl_table=11	0.4539794605848382	2.2116609744626845	0.2506983956532855	2.96242064541599	0.0	0.0
sense	NC_020059.1	tRNAscan-SE	tRNA	749090	749166	.	+	.	ID=rna-RTCIAT899_RS03615;Parent=gene-RTCIAT899_RS03615;anticodon=(pos:749124..749126);gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.12;locus_tag=RTCIAT899_RS03615;product=tRNA-His	7.906317618756727	12.839122799802858	5.093735584409938	15.28660350361844	1.532722234117509	0.0
sense	NC_020059.1	Protein Homology	CDS	749219	749365	.	-	0	ID=cds-WP_015338868.1;Parent=gene-RTCIAT899_RS33740;Dbxref=GenBank:WP_015338868.1;Name=WP_015338868.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338868.1;locus_tag=RTCIAT899_RS33740;product=hypothetical protein;protein_id=WP_015338868.1;transl_table=11	0.41414044669678096	7.686005485596269	0.3811638872687708	16.014537003790746	0.8028545035853619	0.0
sense	NC_020059.1	Protein Homology	CDS	749549	749755	.	+	0	ID=cds-WP_015338869.1;Parent=gene-RTCIAT899_RS31830;Dbxref=GenBank:WP_015338869.1;Name=WP_015338869.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_017992985.1;locus_tag=RTCIAT899_RS31830;product=hypothetical protein;protein_id=WP_015338869.1;transl_table=11	0.29409973750930823	5.458177808611843	0.0	5.686321110041642	0.0	0.0
sense	NC_020059.1	Protein Homology	CDS	749796	750677	.	-	0	ID=cds-WP_015338870.1;Parent=gene-RTCIAT899_RS03620;Dbxref=GenBank:WP_015338870.1;Name=WP_015338870.1;Ontology_term=GO:0006355,GO:0003677,GO:0003700;gbkey=CDS;go_function=DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA;go_process=regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003545642.1;locus_tag=RTCIAT899_RS03620;product=LysR family transcriptional regulator;protein_id=WP_015338870.1;transl_table=11	0.7592574856107651	1.5051760742626024	0.2752850296941123	1.6681809378948695	0.21186438289058163	0.0
sense	NC_020059.1	Protein Homology	CDS	750868	752364	.	+	0	ID=cds-WP_015338871.1;Parent=gene-RTCIAT899_RS03625;Dbxref=GenBank:WP_015338871.1;Name=WP_015338871.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_020048532.1;locus_tag=RTCIAT899_RS03625;product=CoA-acylating methylmalonate-semialdehyde dehydrogenase;protein_id=WP_015338871.1;transl_table=11	0.47173833647785635	0.9811594177003654	0.3275030394117946	1.6118840100508822	0.14300231324438226	0.0
sense	NC_020059.1	Protein Homology	CDS	752511	752858	.	+	0	ID=cds-WP_015338872.1;Parent=gene-RTCIAT899_RS03630;Dbxref=GenBank:WP_015338872.1;Name=WP_015338872.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007700029.1;locus_tag=RTCIAT899_RS03630;product=VOC family protein;protein_id=WP_015338872.1;transl_table=11	0.524815910900231	2.029171706865394	0.0	2.536785495212543	0.3391368161696788	0.0
sense	NC_020059.1	Protein Homology	CDS	753014	753502	.	+	0	ID=cds-WP_015338873.1;Parent=gene-RTCIAT899_RS03635;Dbxref=GenBank:WP_015338873.1;Name=WP_015338873.1;gbkey=CDS;gene=rirA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008529689.1;locus_tag=RTCIAT899_RS03635;product=iron-responsive transcriptional regulator RirA;protein_id=WP_015338873.1;transl_table=11	0.0	1.2033942637852029	0.0	4.212412724156615	0.0	0.0
sense	NC_020059.1	Protein Homology	CDS	753844	755439	.	+	0	ID=cds-WP_015338874.1;Parent=gene-RTCIAT899_RS03640;Dbxref=GenBank:WP_015338874.1;Name=WP_015338874.1;Ontology_term=GO:0042626,GO:0140359,GO:0055052;gbkey=CDS;go_component=ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA;go_function=ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_018094281.1;locus_tag=RTCIAT899_RS03640;product=ABC transporter substrate-binding protein;protein_id=WP_015338874.1;transl_table=11	0.15893547844722955	1.8582940894451505	0.07021440028635252	2.9039518168880427	0.1478942506604614	0.02017223284138586
sense	NC_020059.1	Protein Homology	CDS	755529	756533	.	+	0	ID=cds-WP_015338875.1;Parent=gene-RTCIAT899_RS03645;Dbxref=GenBank:WP_015338875.1;Name=WP_015338875.1;Ontology_term=GO:0055085,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_process=transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_017967109.1;locus_tag=RTCIAT899_RS03645;product=ABC transporter permease subunit;protein_id=WP_015338875.1;transl_table=11	0.15143941707568856	4.801363501418813	0.20907123667354222	6.222065916118327	0.1673412409338743	0.0
sense	NC_020059.1	Protein Homology	CDS	756543	757451	.	+	0	ID=cds-WP_015338876.1;Parent=gene-RTCIAT899_RS03650;Dbxref=GenBank:WP_015338876.1;Name=WP_015338876.1;Ontology_term=GO:0055085,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_process=transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_018094283.1;locus_tag=RTCIAT899_RS03650;product=ABC transporter permease subunit;protein_id=WP_015338876.1;transl_table=11	0.23440622643068623	3.4181163009376143	0.28970971365675885	5.195805539039288	0.22721047419948776	0.0
sense	NC_020059.1	Protein Homology	CDS	757451	758467	.	+	0	ID=cds-WP_015338877.1;Parent=gene-RTCIAT899_RS03655;Dbxref=GenBank:WP_015338877.1;Name=WP_015338877.1;Ontology_term=GO:0016887,GO:0042626,GO:0140359;gbkey=CDS;go_function=ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007700008.1;locus_tag=RTCIAT899_RS03655;product=ABC transporter ATP-binding protein;protein_id=WP_015338877.1;transl_table=11	0.033921238161103096	2.0830435220919092	0.06244041653783404	2.797032581414289	0.12378327056262023	0.0
sense	NC_020059.1	Protein Homology	CDS	758464	759417	.	+	0	ID=cds-WP_015338878.1;Parent=gene-RTCIAT899_RS03660;Dbxref=GenBank:WP_015338878.1;Name=WP_015338878.1;Ontology_term=GO:0015833,GO:0005524,GO:0016887,GO:0140359;gbkey=CDS;go_function=ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ABC-type transporter activity|0140359||IEA;go_process=peptide transport|0015833||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012482737.1;locus_tag=RTCIAT899_RS03660;product=peptide ABC transporter ATP-binding protein;protein_id=WP_015338878.1;transl_table=11	0.0	0.6661808999897709	0.0036708000149704737	1.2338243918014884	0.0	0.0
sense	NC_020059.1	Protein Homology	CDS	759588	760115	.	+	0	ID=cds-WP_015338879.1;Parent=gene-RTCIAT899_RS03665;Dbxref=GenBank:WP_015338879.1;Name=WP_015338879.1;Ontology_term=GO:0046177,GO:0005524,GO:0046316;gbkey=CDS;go_function=ATP binding|0005524||IEA,gluconokinase activity|0046316||IEA;go_process=obsolete D-gluconate catabolic process|0046177||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338879.1;locus_tag=RTCIAT899_RS03665;product=gluconokinase;protein_id=WP_015338879.1;transl_table=11	0.1153004652735356	1.0699268999835714	0.2122389826837474	3.6440421012231456	0.11176099623773504	0.0
sense	NC_020059.1	Protein Homology	CDS	760176	761423	.	-	0	ID=cds-WP_015338880.1;Parent=gene-RTCIAT899_RS03670;Dbxref=GenBank:WP_015338880.1;Name=WP_015338880.1;Ontology_term=GO:0016491,GO:0050660;gbkey=CDS;go_function=oxidoreductase activity|0016491||IEA,flavin adenine dinucleotide binding|0050660||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003545654.1;locus_tag=RTCIAT899_RS03670;product=NAD(P)/FAD-dependent oxidoreductase;protein_id=WP_015338880.1;transl_table=11	0.19512386430906026	2.074697995160451	0.38386685233473933	1.3557980170727293	0.04728349840827252	0.0
sense	NC_020059.1	Protein Homology	CDS	761542	762039	.	-	0	ID=cds-WP_015338881.1;Parent=gene-RTCIAT899_RS03675;Dbxref=GenBank:WP_015338881.1;Name=WP_015338881.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007699993.1;locus_tag=RTCIAT899_RS03675;product=isoprenylcysteine carboxyl methyltransferase family protein;protein_id=WP_015338881.1;transl_table=11	0.18336941465188794	0.7089877048083908	0.16876834767623286	1.1817956523881725	0.11849358637253836	0.0
sense	NC_020059.1	Protein Homology	CDS	762039	763091	.	-	0	ID=cds-WP_015338882.1;Parent=gene-RTCIAT899_RS03680;Dbxref=GenBank:WP_015338882.1;Name=WP_015338882.1;Ontology_term=GO:0030639,GO:0016747;gbkey=CDS;go_function=acyltransferase activity%2C transferring groups other than amino-acyl groups|0016747||IEA;go_process=polyketide biosynthetic process|0030639||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012756128.1;locus_tag=RTCIAT899_RS03680;product=type III polyketide synthase;protein_id=WP_015338882.1;transl_table=11	0.14453619578448906	3.062449835280612	0.07981636955628107	2.8644235078895663	0.11207940363442374	0.0
sense	NC_020059.1	Protein Homology	CDS	763289	763831	.	+	0	ID=cds-WP_015338883.1;Parent=gene-RTCIAT899_RS03685;Dbxref=GenBank:WP_015338883.1;Name=WP_015338883.1;Ontology_term=GO:0005515;gbkey=CDS;go_function=protein binding|0005515||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003584370.1;locus_tag=RTCIAT899_RS03685;product=tetratricopeptide repeat protein;protein_id=WP_015338883.1;transl_table=11	0.1345384434572968	1.092389453684884	0.020637602736099193	1.5444959202896256	0.021734735179935214	0.0
sense	NC_020059.1	Protein Homology	CDS	763894	764538	.	+	0	ID=cds-WP_041677226.1;Parent=gene-RTCIAT899_RS03690;Dbxref=GenBank:WP_041677226.1;Name=WP_041677226.1;Ontology_term=GO:0006352,GO:0003677,GO:0016987;gbkey=CDS;go_function=DNA binding|0003677||IEA,sigma factor activity|0016987||IEA;go_process=DNA-templated transcription initiation|0006352||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007699982.1;locus_tag=RTCIAT899_RS03690;product=RNA polymerase sigma factor;protein_id=WP_041677226.1;transl_table=11	0.0	0.4379235683653688	0.0	2.631458442265325	0.0	0.0
sense	NC_020059.1	Protein Homology	CDS	764531	765334	.	+	0	ID=cds-WP_184461857.1;Parent=gene-RTCIAT899_RS03695;Dbxref=GenBank:WP_184461857.1;Name=WP_184461857.1;Ontology_term=GO:0046872,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_function=metal ion binding|0046872||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338885.1;locus_tag=RTCIAT899_RS03695;product=anti-sigma factor family protein;protein_id=WP_184461857.1;transl_table=11	0.0	1.405277122366482	0.0	1.372514540320219	0.0	0.0
sense	NC_020059.1	Protein Homology	CDS	765481	767061	.	+	0	ID=cds-WP_041677227.1;Parent=gene-RTCIAT899_RS03700;Dbxref=GenBank:WP_041677227.1;Name=WP_041677227.1;Ontology_term=GO:0000166;gbkey=CDS;go_function=nucleotide binding|0000166||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004109582.1;locus_tag=RTCIAT899_RS03700;product=Ppx/GppA phosphatase family protein;protein_id=WP_041677227.1;transl_table=11	0.0	0.8932976015043101	0.0	1.6751448810891174	0.0	0.0
sense	NC_020059.1	Protein Homology	CDS	767058	767795	.	+	0	ID=cds-WP_015338887.1;Parent=gene-RTCIAT899_RS03705;Dbxref=GenBank:WP_015338887.1;Name=WP_015338887.1;Ontology_term=GO:0001510,GO:0008168,GO:1904047;gbkey=CDS;go_function=methyltransferase activity|0008168||IEA,S-adenosyl-L-methionine binding|1904047||IEA;go_process=RNA methylation|0001510||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338887.1;locus_tag=RTCIAT899_RS03705;product=RlmE family RNA methyltransferase;protein_id=WP_015338887.1;transl_table=11	0.0824913897891962	1.2438987536394368	0.0	2.49209957185514	0.0	0.0
sense	NC_020059.1	Protein Homology	CDS	767876	769306	.	-	0	ID=cds-WP_015338888.1;Parent=gene-RTCIAT899_RS03710;Dbxref=GenBank:WP_015338888.1;Name=WP_015338888.1;Ontology_term=GO:0055085,GO:0022857;gbkey=CDS;go_function=transmembrane transporter activity|0022857||IEA;go_process=transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_018244931.1;locus_tag=RTCIAT899_RS03710;product=MFS transporter;protein_id=WP_015338888.1;transl_table=11	0.43960820302754033	2.4837855777396394	0.2284053342648295	4.729660168572372	0.28178453838277295	0.0
sense	NC_020059.1	Protein Homology	CDS	769751	770623	.	+	0	ID=cds-WP_015338889.1;Parent=gene-RTCIAT899_RS03715;Dbxref=GenBank:WP_015338889.1;Name=WP_015338889.1;Ontology_term=GO:0016787,GO:0046872;gbkey=CDS;go_function=hydrolase activity|0016787||IEA,metal ion binding|0046872||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338889.1;locus_tag=RTCIAT899_RS03715;product=MBL fold metallo-hydrolase;protein_id=WP_015338889.1;transl_table=11	0.20920496791899243	1.2942071092584781	0.06418223531329818	1.8539165474749169	0.0	0.0
sense	NC_020059.1	Protein Homology	CDS	770804	772288	.	+	0	ID=cds-WP_015338890.1;Parent=gene-RTCIAT899_RS03720;Dbxref=GenBank:WP_015338890.1;Name=WP_015338890.1;Ontology_term=GO:0006164,GO:0003938;gbkey=CDS;gene=guaB;go_function=IMP dehydrogenase activity|0003938||IEA;go_process=purine nucleotide biosynthetic process|0006164||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007530324.1;locus_tag=RTCIAT899_RS03720;product=IMP dehydrogenase;protein_id=WP_015338890.1;transl_table=11	0.24597432591687596	2.116077646634175	0.152322957119529	2.427456019324595	0.03973724310675024	0.0
sense	NC_020059.1	Protein Homology	CDS	772414	772986	.	+	0	ID=cds-WP_015338891.1;Parent=gene-RTCIAT899_RS03725;Dbxref=GenBank:WP_015338891.1;Name=WP_015338891.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338891.1;locus_tag=RTCIAT899_RS03725;product=hypothetical protein;protein_id=WP_015338891.1;transl_table=11	0.0	0.9941170707700757	0.0	1.9258319204493126	0.10298395464838413	0.0
sense	NC_020059.1	Protein Homology	CDS	773029	773451	.	+	0	ID=cds-WP_041677229.1;Parent=gene-RTCIAT899_RS03730;Dbxref=GenBank:WP_041677229.1;Name=WP_041677229.1;Ontology_term=GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_018449414.1;locus_tag=RTCIAT899_RS03730;product=MAPEG family protein;protein_id=WP_041677229.1;transl_table=11	0.796363686390453	1.3355115914688551	0.13246120905084943	2.6087510411760193	0.0	0.0
sense	NC_020059.1	Protein Homology	CDS	773599	774480	.	+	0	ID=cds-WP_015338893.1;Parent=gene-RTCIAT899_RS03735;Dbxref=GenBank:WP_015338893.1;Name=WP_015338893.1;Ontology_term=GO:0016787;gbkey=CDS;go_function=hydrolase activity|0016787||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338893.1;locus_tag=RTCIAT899_RS03735;product=dienelactone hydrolase family protein;protein_id=WP_015338893.1;transl_table=11	0.48316385447957777	0.9607506856995336	0.06352731454479514	2.3354533130528172	0.06690454196544683	0.0
sense	NC_020059.1	Protein Homology	CDS	774678	775310	.	+	0	ID=cds-WP_015338894.1;Parent=gene-RTCIAT899_RS03740;Dbxref=GenBank:WP_015338894.1;Name=WP_015338894.1;Ontology_term=GO:0006355,GO:0003677,GO:0003700;gbkey=CDS;go_function=DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA;go_process=regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015338894.1;locus_tag=RTCIAT899_RS03740;product=TetR/AcrR family transcriptional regulator;protein_id=WP_015338894.1;transl_table=11	1.9234959135679874	3.79291621415977	0.6196171248018407	2.7892617767265873	0.4661122117971888	0.0
